state_fips,county_fips,region,state_name,county_name,estimates_base_2010
17,201,2,Illinois,Winnebago County,295264
17,203,2,Illinois,Woodford County,38656
18,001,2,Indiana,Adams County,34384
18,003,2,Indiana,Allen County,355339
18,005,2,Indiana,Bartholomew County,76783
18,007,2,Indiana,Benton County,8836
18,009,2,Indiana,Blackford County,12766
18,011,2,Indiana,Boone County,56641
18,013,2,Indiana,Brown County,15244
18,015,2,Indiana,Carroll County,20160
18,017,2,Indiana,Cass County,38970
18,019,2,Indiana,Clark County,110222
18,021,2,Indiana,Clay County,26888
18,023,2,Indiana,Clinton County,33219
18,025,2,Indiana,Crawford County,10711
18,027,2,Indiana,Daviess County,31654
18,029,2,Indiana,Dearborn County,50027
18,031,2,Indiana,Decatur County,25739
18,033,2,Indiana,DeKalb County,42255
18,035,2,Indiana,Delaware County,117670
18,037,2,Indiana,Dubois County,41886
18,039,2,Indiana,Elkhart County,197569
18,041,2,Indiana,Fayette County,24301
18,043,2,Indiana,Floyd County,74579
18,045,2,Indiana,Fountain County,17240
18,047,2,Indiana,Franklin County,23098
18,049,2,Indiana,Fulton County,20856
18,051,2,Indiana,Gibson County,33503
18,053,2,Indiana,Grant County,70063
18,055,2,Indiana,Greene County,33172
18,057,2,Indiana,Hamilton County,274557
18,059,2,Indiana,Hancock County,70060
18,061,2,Indiana,Harrison County,39366
18,063,2,Indiana,Hendricks County,145456
18,065,2,Indiana,Henry County,49466
18,067,2,Indiana,Howard County,82748
18,069,2,Indiana,Huntington County,37123
18,071,2,Indiana,Jackson County,42376
18,073,2,Indiana,Jasper County,33481
18,075,2,Indiana,Jay County,21253
18,077,2,Indiana,Jefferson County,32400
18,079,2,Indiana,Jennings County,28529
18,081,2,Indiana,Johnson County,139855
18,083,2,Indiana,Knox County,38440
18,085,2,Indiana,Kosciusko County,77355
18,087,2,Indiana,LaGrange County,37131
18,089,2,Indiana,Lake County,496108
18,091,2,Indiana,LaPorte County,111466
18,093,2,Indiana,Lawrence County,46129
18,095,2,Indiana,Madison County,131637
18,097,2,Indiana,Marion County,903375
18,099,2,Indiana,Marshall County,47050
18,101,2,Indiana,Martin County,10380
18,103,2,Indiana,Miami County,36905
18,105,2,Indiana,Monroe County,137962
18,107,2,Indiana,Montgomery County,38121
18,109,2,Indiana,Morgan County,68926
18,111,2,Indiana,Newton County,14239
18,113,2,Indiana,Noble County,47538
18,115,2,Indiana,Ohio County,6098
18,117,2,Indiana,Orange County,19846
18,119,2,Indiana,Owen County,21573
18,121,2,Indiana,Parke County,17349
18,123,2,Indiana,Perry County,19338
18,125,2,Indiana,Pike County,12700
18,127,2,Indiana,Porter County,164289
18,129,2,Indiana,Posey County,25912
18,131,2,Indiana,Pulaski County,13382
18,133,2,Indiana,Putnam County,37945
18,135,2,Indiana,Randolph County,26176
18,137,2,Indiana,Ripley County,28812
18,139,2,Indiana,Rush County,17392
18,141,2,Indiana,St. Joseph County,266914
18,143,2,Indiana,Scott County,24195
18,145,2,Indiana,Shelby County,44379
18,147,2,Indiana,Spencer County,20955
18,149,2,Indiana,Starke County,23362
18,151,2,Indiana,Steuben County,34147
18,153,2,Indiana,Sullivan County,21475
18,155,2,Indiana,Switzerland County,10687
18,157,2,Indiana,Tippecanoe County,172803
18,159,2,Indiana,Tipton County,15936
18,161,2,Indiana,Union County,7516
18,163,2,Indiana,Vanderburgh County,179701
18,165,2,Indiana,Vermillion County,16210
18,167,2,Indiana,Vigo County,107852
18,169,2,Indiana,Wabash County,32888
18,171,2,Indiana,Warren County,8511
18,173,2,Indiana,Warrick County,59689
18,175,2,Indiana,Washington County,28254
18,177,2,Indiana,Wayne County,68996
18,179,2,Indiana,Wells County,27637
18,181,2,Indiana,White County,24638
18,183,2,Indiana,Whitley County,33287
19,001,2,Iowa,Adair County,7682
19,003,2,Iowa,Adams County,4029
19,005,2,Iowa,Allamakee County,14328
19,007,2,Iowa,Appanoose County,12887
19,009,2,Iowa,Audubon County,6119
19,011,2,Iowa,Benton County,26069
19,013,2,Iowa,Black Hawk County,131086
19,015,2,Iowa,Boone County,26308
19,017,2,Iowa,Bremer County,24280
19,019,2,Iowa,Buchanan County,20953
19,021,2,Iowa,Buena Vista County,20265
19,023,2,Iowa,Butler County,14869
19,025,2,Iowa,Calhoun County,10177
19,027,2,Iowa,Carroll County,20816
19,029,2,Iowa,Cass County,13952
19,031,2,Iowa,Cedar County,18441
19,033,2,Iowa,Cerro Gordo County,44153
19,035,2,Iowa,Cherokee County,12067
19,037,2,Iowa,Chickasaw County,12442
19,039,2,Iowa,Clarke County,9286
19,041,2,Iowa,Clay County,16667
19,043,2,Iowa,Clayton County,18128
19,045,2,Iowa,Clinton County,49117
19,047,2,Iowa,Crawford County,17096
19,049,2,Iowa,Dallas County,66139
19,051,2,Iowa,Davis County,8753
19,053,2,Iowa,Decatur County,8456
19,055,2,Iowa,Delaware County,17770
19,057,2,Iowa,Des Moines County,40325
19,059,2,Iowa,Dickinson County,16667
19,061,2,Iowa,Dubuque County,93643
19,063,2,Iowa,Emmet County,10302
19,065,2,Iowa,Fayette County,20882
19,067,2,Iowa,Floyd County,16293
19,069,2,Iowa,Franklin County,10680
19,071,2,Iowa,Fremont County,7438
19,073,2,Iowa,Greene County,9337
19,075,2,Iowa,Grundy County,12453
19,077,2,Iowa,Guthrie County,10955
19,079,2,Iowa,Hamilton County,15675
19,081,2,Iowa,Hancock County,11338
19,083,2,Iowa,Hardin County,17534
19,085,2,Iowa,Harrison County,14937
19,087,2,Iowa,Henry County,20145
19,089,2,Iowa,Howard County,9564
19,091,2,Iowa,Humboldt County,9814
19,093,2,Iowa,Ida County,7089
19,095,2,Iowa,Iowa County,16356
19,097,2,Iowa,Jackson County,19853
19,099,2,Iowa,Jasper County,36842
19,101,2,Iowa,Jefferson County,16840
19,103,2,Iowa,Johnson County,130882
19,105,2,Iowa,Jones County,20636
19,107,2,Iowa,Keokuk County,10510
19,109,2,Iowa,Kossuth County,15545
19,111,2,Iowa,Lee County,35862
19,113,2,Iowa,Linn County,211243
19,115,2,Iowa,Louisa County,11387
19,117,2,Iowa,Lucas County,8900
19,119,2,Iowa,Lyon County,11581
19,121,2,Iowa,Madison County,15681
19,123,2,Iowa,Mahaska County,22382
19,125,2,Iowa,Marion County,33307
19,127,2,Iowa,Marshall County,40648
19,129,2,Iowa,Mills County,15059
19,131,2,Iowa,Mitchell County,10776
19,133,2,Iowa,Monona County,9242
19,135,2,Iowa,Monroe County,7972
19,137,2,Iowa,Montgomery County,10740
19,139,2,Iowa,Muscatine County,42803
19,141,2,Iowa,O'Brien County,14398
19,143,2,Iowa,Osceola County,6462
19,145,2,Iowa,Page County,15946
19,147,2,Iowa,Palo Alto County,9421
19,149,2,Iowa,Plymouth County,24984
19,151,2,Iowa,Pocahontas County,7310
19,153,2,Iowa,Polk County,430631
19,155,2,Iowa,Pottawattamie County,93149
19,157,2,Iowa,Poweshiek County,18915
19,159,2,Iowa,Ringgold County,5130
19,161,2,Iowa,Sac County,10350
19,163,2,Iowa,Scott County,165223
19,165,2,Iowa,Shelby County,12169
19,167,2,Iowa,Sioux County,33704
19,169,2,Iowa,Story County,89542
19,171,2,Iowa,Tama County,17767
19,173,2,Iowa,Taylor County,6317
19,175,2,Iowa,Union County,12534
19,177,2,Iowa,Van Buren County,7571
19,179,2,Iowa,Wapello County,35624
19,181,2,Iowa,Warren County,46226
19,183,2,Iowa,Washington County,21704
19,185,2,Iowa,Wayne County,6403
19,187,2,Iowa,Webster County,38011
19,189,2,Iowa,Winnebago County,10874
19,191,2,Iowa,Winneshiek County,21058
19,193,2,Iowa,Woodbury County,102175
19,195,2,Iowa,Worth County,7591
19,197,2,Iowa,Wright County,13229
20,001,2,Kansas,Allen County,13372
20,003,2,Kansas,Anderson County,8102
20,005,2,Kansas,Atchison County,16921
20,007,2,Kansas,Barber County,4864
20,009,2,Kansas,Barton County,27672
20,011,2,Kansas,Bourbon County,15172
20,013,2,Kansas,Brown County,9984
20,015,2,Kansas,Butler County,65884
20,017,2,Kansas,Chase County,2790
20,019,2,Kansas,Chautauqua County,3669
20,021,2,Kansas,Cherokee County,21607
20,023,2,Kansas,Cheyenne County,2726
20,025,2,Kansas,Clark County,2215
20,027,2,Kansas,Clay County,8545
20,029,2,Kansas,Cloud County,9533
20,031,2,Kansas,Coffey County,8598
20,033,2,Kansas,Comanche County,1891
20,035,2,Kansas,Cowley County,36309
20,037,2,Kansas,Crawford County,39135
20,039,2,Kansas,Decatur County,2965
20,041,2,Kansas,Dickinson County,19749
20,043,2,Kansas,Doniphan County,7948
20,045,2,Kansas,Douglas County,110826
20,047,2,Kansas,Edwards County,3037
20,049,2,Kansas,Elk County,2882
20,051,2,Kansas,Ellis County,28452
20,053,2,Kansas,Ellsworth County,6497
20,055,2,Kansas,Finney County,36785
20,057,2,Kansas,Ford County,33844
20,059,2,Kansas,Franklin County,25996
20,061,2,Kansas,Geary County,34356
20,063,2,Kansas,Gove County,2701
20,065,2,Kansas,Graham County,2588
20,067,2,Kansas,Grant County,7824
20,069,2,Kansas,Gray County,6001
20,071,2,Kansas,Greeley County,1248
20,073,2,Kansas,Greenwood County,6689
20,075,2,Kansas,Hamilton County,2687
20,077,2,Kansas,Harper County,6034
20,079,2,Kansas,Harvey County,34684
20,081,2,Kansas,Haskell County,4256
20,083,2,Kansas,Hodgeman County,1918
20,085,2,Kansas,Jackson County,13460
20,087,2,Kansas,Jefferson County,19108
20,089,2,Kansas,Jewell County,3073
20,091,2,Kansas,Johnson County,544181
20,093,2,Kansas,Kearny County,3982
20,095,2,Kansas,Kingman County,7860
20,097,2,Kansas,Kiowa County,2553
20,099,2,Kansas,Labette County,21609
20,101,2,Kansas,Lane County,1749
20,103,2,Kansas,Leavenworth County,76220
20,105,2,Kansas,Lincoln County,3241
20,107,2,Kansas,Linn County,9656
20,109,2,Kansas,Logan County,2759
20,111,2,Kansas,Lyon County,33692
20,113,2,Kansas,McPherson County,29186
20,115,2,Kansas,Marion County,12660
20,117,2,Kansas,Marshall County,10117
20,119,2,Kansas,Meade County,4575
20,121,2,Kansas,Miami County,32781
20,123,2,Kansas,Mitchell County,6373
20,125,2,Kansas,Montgomery County,35468
20,127,2,Kansas,Morris County,5923
20,129,2,Kansas,Morton County,3233
20,131,2,Kansas,Nemaha County,10178
20,133,2,Kansas,Neosho County,16511
20,135,2,Kansas,Ness County,3107
20,137,2,Kansas,Norton County,5669
20,139,2,Kansas,Osage County,16294
20,141,2,Kansas,Osborne County,3861
20,143,2,Kansas,Ottawa County,6091
20,145,2,Kansas,Pawnee County,6971
20,147,2,Kansas,Phillips County,5640
20,149,2,Kansas,Pottawatomie County,21608
20,151,2,Kansas,Pratt County,9653
20,153,2,Kansas,Rawlins County,2519
20,155,2,Kansas,Reno County,64511
20,157,2,Kansas,Republic County,4980
20,159,2,Kansas,Rice County,10082
20,161,2,Kansas,Riley County,71130
20,163,2,Kansas,Rooks County,5181
20,165,2,Kansas,Rush County,3307
20,167,2,Kansas,Russell County,6967
20,169,2,Kansas,Saline County,55604
20,171,2,Kansas,Scott County,4936
20,173,2,Kansas,Sedgwick County,498356
20,175,2,Kansas,Seward County,22950
20,177,2,Kansas,Shawnee County,177943
20,179,2,Kansas,Sheridan County,2544
20,181,2,Kansas,Sherman County,6010
20,183,2,Kansas,Smith County,3853
20,185,2,Kansas,Stafford County,4439
20,187,2,Kansas,Stanton County,2236
20,189,2,Kansas,Stevens County,5726
20,191,2,Kansas,Sumner County,24137
20,193,2,Kansas,Thomas County,7902
20,195,2,Kansas,Trego County,3006
20,197,2,Kansas,Wabaunsee County,7055
20,199,2,Kansas,Wallace County,1485
20,201,2,Kansas,Washington County,5794
20,203,2,Kansas,Wichita County,2234
20,205,2,Kansas,Wilson County,9406
20,207,2,Kansas,Woodson County,3309
20,209,2,Kansas,Wyandotte County,157523
21,001,3,Kentucky,Adair County,18659
21,003,3,Kentucky,Allen County,19958
21,005,3,Kentucky,Anderson County,21462
21,007,3,Kentucky,Ballard County,8246
21,009,3,Kentucky,Barren County,42161
21,011,3,Kentucky,Bath County,11587
21,013,3,Kentucky,Bell County,28691
21,015,3,Kentucky,Boone County,118810
21,017,3,Kentucky,Bourbon County,20008
21,019,3,Kentucky,Boyd County,49534
21,021,3,Kentucky,Boyle County,28443
21,023,3,Kentucky,Bracken County,8486
21,025,3,Kentucky,Breathitt County,13876
21,027,3,Kentucky,Breckinridge County,20053
21,029,3,Kentucky,Bullitt County,74308
21,031,3,Kentucky,Butler County,12697
21,033,3,Kentucky,Caldwell County,12989
21,035,3,Kentucky,Calloway County,37190
21,037,3,Kentucky,Campbell County,90338
21,039,3,Kentucky,Carlisle County,5097
21,041,3,Kentucky,Carroll County,10807
21,043,3,Kentucky,Carter County,27721
21,045,3,Kentucky,Casey County,15960
21,047,3,Kentucky,Christian County,73940
21,049,3,Kentucky,Clark County,35603
21,051,3,Kentucky,Clay County,21729
21,053,3,Kentucky,Clinton County,10267
21,055,3,Kentucky,Crittenden County,9315
21,057,3,Kentucky,Cumberland County,6849
21,059,3,Kentucky,Daviess County,96641
21,061,3,Kentucky,Edmonson County,12177
21,063,3,Kentucky,Elliott County,7850
21,065,3,Kentucky,Estill County,14679
21,067,3,Kentucky,Fayette County,295870
21,069,3,Kentucky,Fleming County,14346
21,071,3,Kentucky,Floyd County,39450
21,073,3,Kentucky,Franklin County,49268
21,075,3,Kentucky,Fulton County,6813
21,077,3,Kentucky,Gallatin County,8586
21,079,3,Kentucky,Garrard County,16905
21,081,3,Kentucky,Grant County,24655
21,083,3,Kentucky,Graves County,37151
21,085,3,Kentucky,Grayson County,25749
21,087,3,Kentucky,Green County,11255
21,089,3,Kentucky,Greenup County,36906
21,091,3,Kentucky,Hancock County,8565
21,093,3,Kentucky,Hardin County,105537
21,095,3,Kentucky,Harlan County,29278
21,097,3,Kentucky,Harrison County,18850
21,099,3,Kentucky,Hart County,18194
21,101,3,Kentucky,Henderson County,46246
21,103,3,Kentucky,Henry County,15413
21,105,3,Kentucky,Hickman County,4903
21,107,3,Kentucky,Hopkins County,46918
21,109,3,Kentucky,Jackson County,13490
21,111,3,Kentucky,Jefferson County,741075
21,113,3,Kentucky,Jessamine County,48580
21,115,3,Kentucky,Johnson County,23359
21,117,3,Kentucky,Kenton County,159728
21,119,3,Kentucky,Knott County,16364
21,121,3,Kentucky,Knox County,31888
21,123,3,Kentucky,Larue County,14181
21,125,3,Kentucky,Laurel County,58849
21,127,3,Kentucky,Lawrence County,15859
21,129,3,Kentucky,Lee County,7887
21,131,3,Kentucky,Leslie County,11310
21,133,3,Kentucky,Letcher County,24511
21,135,3,Kentucky,Lewis County,13883
21,137,3,Kentucky,Lincoln County,24736
21,139,3,Kentucky,Livingston County,9519
21,141,3,Kentucky,Logan County,26832
21,143,3,Kentucky,Lyon County,8319
21,145,3,Kentucky,McCracken County,65539
21,147,3,Kentucky,McCreary County,18306
21,149,3,Kentucky,McLean County,9540
21,151,3,Kentucky,Madison County,82913
21,153,3,Kentucky,Magoffin County,13333
21,155,3,Kentucky,Marion County,19835
21,157,3,Kentucky,Marshall County,31448
21,159,3,Kentucky,Martin County,12929
21,161,3,Kentucky,Mason County,17490
21,163,3,Kentucky,Meade County,28613
21,165,3,Kentucky,Menifee County,6309
21,167,3,Kentucky,Mercer County,21311
21,169,3,Kentucky,Metcalfe County,10116
21,171,3,Kentucky,Monroe County,10963
21,173,3,Kentucky,Montgomery County,26507
21,175,3,Kentucky,Morgan County,13921
21,177,3,Kentucky,Muhlenberg County,31499
21,179,3,Kentucky,Nelson County,43441
21,181,3,Kentucky,Nicholas County,7129
21,183,3,Kentucky,Ohio County,23854
21,185,3,Kentucky,Oldham County,60356
21,187,3,Kentucky,Owen County,10837
21,189,3,Kentucky,Owsley County,4755
21,191,3,Kentucky,Pendleton County,14874
21,193,3,Kentucky,Perry County,28697
21,195,3,Kentucky,Pike County,65029
21,197,3,Kentucky,Powell County,12613
21,199,3,Kentucky,Pulaski County,63061
21,201,3,Kentucky,Robertson County,2282
21,203,3,Kentucky,Rockcastle County,17056
21,205,3,Kentucky,Rowan County,23336
21,207,3,Kentucky,Russell County,17565
21,209,3,Kentucky,Scott County,47096
21,211,3,Kentucky,Shelby County,41971
21,213,3,Kentucky,Simpson County,17329
21,215,3,Kentucky,Spencer County,17142
21,217,3,Kentucky,Taylor County,24511
21,219,3,Kentucky,Todd County,12463
21,221,3,Kentucky,Trigg County,14327
21,223,3,Kentucky,Trimble County,8809
21,225,3,Kentucky,Union County,15007
21,227,3,Kentucky,Warren County,113781
21,229,3,Kentucky,Washington County,11713
21,231,3,Kentucky,Wayne County,20813
21,233,3,Kentucky,Webster County,13621
21,235,3,Kentucky,Whitley County,35633
21,237,3,Kentucky,Wolfe County,7355
21,239,3,Kentucky,Woodford County,24946
22,001,3,Louisiana,Acadia Parish,61787
22,003,3,Louisiana,Allen Parish,25747
22,005,3,Louisiana,Ascension Parish,107215
22,007,3,Louisiana,Assumption Parish,23416
22,009,3,Louisiana,Avoyelles Parish,42071
22,011,3,Louisiana,Beauregard Parish,35651
22,013,3,Louisiana,Bienville Parish,14353
22,015,3,Louisiana,Bossier Parish,117036
22,017,3,Louisiana,Caddo Parish,254914
22,019,3,Louisiana,Calcasieu Parish,192772
22,021,3,Louisiana,Caldwell Parish,10126
22,023,3,Louisiana,Cameron Parish,6868
22,025,3,Louisiana,Catahoula Parish,10407
22,027,3,Louisiana,Claiborne Parish,17195
22,029,3,Louisiana,Concordia Parish,20822
22,031,3,Louisiana,De Soto Parish,26656
22,033,3,Louisiana,East Baton Rouge Parish,440525
22,035,3,Louisiana,East Carroll Parish,7759
22,037,3,Louisiana,East Feliciana Parish,20260
22,039,3,Louisiana,Evangeline Parish,33988
22,041,3,Louisiana,Franklin Parish,20767
22,043,3,Louisiana,Grant Parish,22309
22,045,3,Louisiana,Iberia Parish,73087
22,047,3,Louisiana,Iberville Parish,33404
22,049,3,Louisiana,Jackson Parish,16272
22,051,3,Louisiana,Jefferson Parish,432576
22,053,3,Louisiana,Jefferson Davis Parish,31592
22,055,3,Louisiana,Lafayette Parish,221778
22,057,3,Louisiana,Lafourche Parish,96642
22,059,3,Louisiana,LaSalle Parish,14890
22,061,3,Louisiana,Lincoln Parish,46740
22,063,3,Louisiana,Livingston Parish,127674
22,065,3,Louisiana,Madison Parish,12101
22,067,3,Louisiana,Morehouse Parish,27979
22,069,3,Louisiana,Natchitoches Parish,39569
22,071,3,Louisiana,Orleans Parish,343828
22,073,3,Louisiana,Ouachita Parish,153734
22,075,3,Louisiana,Plaquemines Parish,23035
22,077,3,Louisiana,Pointe Coupee Parish,22808
22,079,3,Louisiana,Rapides Parish,131609
22,081,3,Louisiana,Red River Parish,9091
22,083,3,Louisiana,Richland Parish,20722
22,085,3,Louisiana,Sabine Parish,24226
22,087,3,Louisiana,St. Bernard Parish,35897
22,089,3,Louisiana,St. Charles Parish,52888
22,091,3,Louisiana,St. Helena Parish,11205
22,093,3,Louisiana,St. James Parish,22101
22,095,3,Louisiana,St. John the Baptist Parish,45810
22,097,3,Louisiana,St. Landry Parish,83390
22,099,3,Louisiana,St. Martin Parish,52122
22,101,3,Louisiana,St. Mary Parish,54647
22,103,3,Louisiana,St. Tammany Parish,233756
22,105,3,Louisiana,Tangipahoa Parish,121109
22,107,3,Louisiana,Tensas Parish,5250
22,109,3,Louisiana,Terrebonne Parish,111543
22,111,3,Louisiana,Union Parish,22774
22,113,3,Louisiana,Vermilion Parish,57959
22,115,3,Louisiana,Vernon Parish,52361
22,117,3,Louisiana,Washington Parish,47140
22,119,3,Louisiana,Webster Parish,41207
22,121,3,Louisiana,West Baton Rouge Parish,23785
22,123,3,Louisiana,West Carroll Parish,11604
22,125,3,Louisiana,West Feliciana Parish,15625
22,127,3,Louisiana,Winn Parish,15313
23,001,1,Maine,Androscoggin County,107709
23,003,1,Maine,Aroostook County,71873
23,005,1,Maine,Cumberland County,281690
23,007,1,Maine,Franklin County,30767
23,009,1,Maine,Hancock County,54408
23,011,1,Maine,Kennebec County,122154
23,013,1,Maine,Knox County,39734
23,015,1,Maine,Lincoln County,34445
23,017,1,Maine,Oxford County,57830
23,019,1,Maine,Penobscot County,153931
23,021,1,Maine,Piscataquis County,17535
23,023,1,Maine,Sagadahoc County,35287
23,025,1,Maine,Somerset County,52222
23,027,1,Maine,Waldo County,38787
23,029,1,Maine,Washington County,32855
23,031,1,Maine,York County,197131
24,001,3,Maryland,Allegany County,75047
24,003,3,Maryland,Anne Arundel County,537631
24,005,3,Maryland,Baltimore County,805324
24,009,3,Maryland,Calvert County,88739
24,011,3,Maryland,Caroline County,33078
24,013,3,Maryland,Carroll County,167141
24,015,3,Maryland,Cecil County,101102
24,017,3,Maryland,Charles County,146564
24,019,3,Maryland,Dorchester County,32623
24,021,3,Maryland,Frederick County,233403
24,023,3,Maryland,Garrett County,30139
24,025,3,Maryland,Harford County,244824
24,027,3,Maryland,Howard County,287123
24,029,3,Maryland,Kent County,20195
24,031,3,Maryland,Montgomery County,971284
24,033,3,Maryland,Prince George's County,864029
24,035,3,Maryland,Queen Anne's County,47785
24,037,3,Maryland,St. Mary's County,105144
24,039,3,Maryland,Somerset County,26470
24,041,3,Maryland,Talbot County,37781
24,043,3,Maryland,Washington County,147417
24,045,3,Maryland,Wicomico County,98733
24,047,3,Maryland,Worcester County,51448
24,510,3,Maryland,Baltimore city,620770
25,001,1,Massachusetts,Barnstable County,215880
25,003,1,Massachusetts,Berkshire County,131274
25,005,1,Massachusetts,Bristol County,548242
25,007,1,Massachusetts,Dukes County,16535
25,009,1,Massachusetts,Essex County,743082
25,011,1,Massachusetts,Franklin County,71381
25,013,1,Massachusetts,Hampden County,463615
25,015,1,Massachusetts,Hampshire County,158063
25,017,1,Massachusetts,Middlesex County,1503133
25,019,1,Massachusetts,Nantucket County,10172
25,021,1,Massachusetts,Norfolk County,670910
25,023,1,Massachusetts,Plymouth County,494932
25,025,1,Massachusetts,Suffolk County,722183
25,027,1,Massachusetts,Worcester County,798383
26,001,2,Michigan,Alcona County,10943
26,003,2,Michigan,Alger County,9601
26,005,2,Michigan,Allegan County,111400
26,007,2,Michigan,Alpena County,29594
26,009,2,Michigan,Antrim County,23574
26,011,2,Michigan,Arenac County,15903
26,013,2,Michigan,Baraga County,8866
26,015,2,Michigan,Barry County,59177
26,017,2,Michigan,Bay County,107773
26,019,2,Michigan,Benzie County,17526
26,021,2,Michigan,Berrien County,156808
26,023,2,Michigan,Branch County,45242
26,025,2,Michigan,Calhoun County,136150
26,027,2,Michigan,Cass County,52289
26,029,2,Michigan,Charlevoix County,25955
26,031,2,Michigan,Cheboygan County,26145
26,033,2,Michigan,Chippewa County,38672
26,035,2,Michigan,Clare County,30924
26,037,2,Michigan,Clinton County,75364
26,039,2,Michigan,Crawford County,14081
26,041,2,Michigan,Delta County,37069
26,043,2,Michigan,Dickinson County,26168
26,045,2,Michigan,Eaton County,107761
26,047,2,Michigan,Emmet County,32694
26,049,2,Michigan,Genesee County,425787
26,051,2,Michigan,Gladwin County,25698
26,053,2,Michigan,Gogebic County,16424
26,055,2,Michigan,Grand Traverse County,86983
26,057,2,Michigan,Gratiot County,42478
26,059,2,Michigan,Hillsdale County,46691
26,061,2,Michigan,Houghton County,36625
26,063,2,Michigan,Huron County,33118
26,065,2,Michigan,Ingham County,280891
26,067,2,Michigan,Ionia County,63901
26,069,2,Michigan,Iosco County,25893
26,071,2,Michigan,Iron County,11817
26,073,2,Michigan,Isabella County,70313
26,075,2,Michigan,Jackson County,160233
26,077,2,Michigan,Kalamazoo County,250327
26,079,2,Michigan,Kalkaska County,17147
26,081,2,Michigan,Kent County,602625
26,083,2,Michigan,Keweenaw County,2156
26,085,2,Michigan,Lake County,11544
26,087,2,Michigan,Lapeer County,88316
26,089,2,Michigan,Leelanau County,21711
26,091,2,Michigan,Lenawee County,99899
26,093,2,Michigan,Livingston County,180964
26,095,2,Michigan,Luce County,6631
26,097,2,Michigan,Mackinac County,11114
26,099,2,Michigan,Macomb County,841039
26,101,2,Michigan,Manistee County,24747
26,103,2,Michigan,Marquette County,67071
26,105,2,Michigan,Mason County,28689
26,107,2,Michigan,Mecosta County,42798
26,109,2,Michigan,Menominee County,24029
26,111,2,Michigan,Midland County,83621
26,113,2,Michigan,Missaukee County,14851
26,115,2,Michigan,Monroe County,152031
26,117,2,Michigan,Montcalm County,63342
26,119,2,Michigan,Montmorency County,9760
26,121,2,Michigan,Muskegon County,172194
26,123,2,Michigan,Newaygo County,48459
26,125,2,Michigan,Oakland County,1202384
26,127,2,Michigan,Oceana County,26570
26,129,2,Michigan,Ogemaw County,21688
26,131,2,Michigan,Ontonagon County,6780
26,133,2,Michigan,Osceola County,23526
26,135,2,Michigan,Oscoda County,8638
26,137,2,Michigan,Otsego County,24167
26,139,2,Michigan,Ottawa County,263795
26,141,2,Michigan,Presque Isle County,13380
26,143,2,Michigan,Roscommon County,24448
26,145,2,Michigan,Saginaw County,200169
26,147,2,Michigan,St. Clair County,163051
26,149,2,Michigan,St. Joseph County,61303
26,151,2,Michigan,Sanilac County,43106
26,153,2,Michigan,Schoolcraft County,8485
26,155,2,Michigan,Shiawassee County,70668
26,157,2,Michigan,Tuscola County,55722
26,159,2,Michigan,Van Buren County,76269
26,161,2,Michigan,Washtenaw County,345163
26,163,2,Michigan,Wayne County,1820473
26,165,2,Michigan,Wexford County,32735
27,001,2,Minnesota,Aitkin County,16192
27,003,2,Minnesota,Anoka County,330858
27,005,2,Minnesota,Becker County,32506
27,007,2,Minnesota,Beltrami County,44443
27,009,2,Minnesota,Benton County,38451
27,011,2,Minnesota,Big Stone County,5268
27,013,2,Minnesota,Blue Earth County,64013
27,015,2,Minnesota,Brown County,25893
27,017,2,Minnesota,Carlton County,35386
27,019,2,Minnesota,Carver County,91086
27,021,2,Minnesota,Cass County,28565
27,023,2,Minnesota,Chippewa County,12443
27,025,2,Minnesota,Chisago County,53890
27,027,2,Minnesota,Clay County,58999
27,029,2,Minnesota,Clearwater County,8695
27,031,2,Minnesota,Cook County,5176
27,033,2,Minnesota,Cottonwood County,11687
27,035,2,Minnesota,Crow Wing County,62512
27,037,2,Minnesota,Dakota County,398590
27,039,2,Minnesota,Dodge County,20087
27,041,2,Minnesota,Douglas County,36011
27,043,2,Minnesota,Faribault County,14553
27,045,2,Minnesota,Fillmore County,20868
27,047,2,Minnesota,Freeborn County,31254
27,049,2,Minnesota,Goodhue County,46184
27,051,2,Minnesota,Grant County,6018
27,053,2,Minnesota,Hennepin County,1152385
27,055,2,Minnesota,Houston County,19020
27,057,2,Minnesota,Hubbard County,20427
27,059,2,Minnesota,Isanti County,37810
27,061,2,Minnesota,Itasca County,45058
27,063,2,Minnesota,Jackson County,10266
27,065,2,Minnesota,Kanabec County,16244
27,067,2,Minnesota,Kandiyohi County,42239
27,069,2,Minnesota,Kittson County,4552
27,071,2,Minnesota,Koochiching County,13314
27,073,2,Minnesota,Lac qui Parle County,7258
27,075,2,Minnesota,Lake County,10862
27,077,2,Minnesota,Lake of the Woods County,4045
27,079,2,Minnesota,Le Sueur County,27701
27,081,2,Minnesota,Lincoln County,5895
27,083,2,Minnesota,Lyon County,25858
27,085,2,Minnesota,McLeod County,36645
27,087,2,Minnesota,Mahnomen County,5413
27,089,2,Minnesota,Marshall County,9439
27,091,2,Minnesota,Martin County,20843
27,093,2,Minnesota,Meeker County,23298
27,095,2,Minnesota,Mille Lacs County,26097
27,097,2,Minnesota,Morrison County,33198
27,099,2,Minnesota,Mower County,39167
27,101,2,Minnesota,Murray County,8725
27,103,2,Minnesota,Nicollet County,32729
27,105,2,Minnesota,Nobles County,21378
27,107,2,Minnesota,Norman County,6845
