geoid,county,st,pct_travel_60_min,pct_bach_higher,pct_masters_higher,med_hh_inc
0500000US18111,Newton County,Indiana,15.42,11.22,3.43,53146
0500000US18113,Noble County,Indiana,3.13,14.26,4.12,55033
0500000US18115,Ohio County,Indiana,17.19,13.73,5.10,61148
0500000US18117,Orange County,Indiana,12.62,12.28,5.35,45341
0500000US18119,Owen County,Indiana,14.03,12.61,5.28,48667
0500000US18121,Parke County,Indiana,9.27,12.22,4.04,48788
0500000US18123,Perry County,Indiana,9.21,14.93,6.59,51064
0500000US18125,Pike County,Indiana,4.35,13.73,4.98,52527
0500000US18127,Porter County,Indiana,8.90,28.25,10.54,68044
0500000US18129,Posey County,Indiana,3.83,20.75,6.74,62583
0500000US18131,Pulaski County,Indiana,9.40,12.52,3.56,48370
0500000US18133,Putnam County,Indiana,10.65,16.07,6.90,56169
0500000US18135,Randolph County,Indiana,7.56,14.33,6.18,45601
0500000US18137,Ripley County,Indiana,12.25,18.10,6.80,56295
0500000US18139,Rush County,Indiana,10.11,13.02,4.81,50535
0500000US18141,St. Joseph County,Indiana,3.05,29.22,11.42,50938
0500000US18143,Scott County,Indiana,5.74,11.95,5.12,47123
0500000US18145,Shelby County,Indiana,5.67,19.44,6.68,59214
0500000US18147,Spencer County,Indiana,7.53,14.89,4.99,56998
0500000US18149,Starke County,Indiana,12.94,10.78,3.73,48895
0500000US18151,Steuben County,Indiana,5.43,20.63,7.44,56101
0500000US18153,Sullivan County,Indiana,5.55,10.80,4.03,46517
0500000US18155,Switzerland County,Indiana,21.97,9.89,2.53,47929
0500000US18157,Tippecanoe County,Indiana,3.26,37.72,16.58,51844
0500000US18159,Tipton County,Indiana,10.16,22.99,7.47,55479
0500000US18161,Union County,Indiana,9.00,16.90,5.89,48227
0500000US18163,Vanderburgh County,Indiana,2.97,26.31,9.18,46943
0500000US18165,Vermillion County,Indiana,5.78,13.38,4.23,48377
0500000US18167,Vigo County,Indiana,4.57,24.48,9.82,43859
0500000US18169,Wabash County,Indiana,5.31,18.41,7.84,50637
0500000US18171,Warren County,Indiana,7.92,18.86,6.09,61148
0500000US18173,Warrick County,Indiana,4.81,29.57,10.89,70648
0500000US18175,Washington County,Indiana,13.54,13.19,4.84,47078
0500000US18177,Wayne County,Indiana,6.30,18.19,7.60,44228
0500000US18179,Wells County,Indiana,3.98,18.09,5.70,56265
0500000US18181,White County,Indiana,7.91,16.80,5.93,55086
0500000US18183,Whitley County,Indiana,4.52,20.87,6.85,61153
0500000US19001,Adair County,Iowa,9.69,15.45,3.83,51859
0500000US19003,Adams County,Iowa,4.73,17.70,3.96,49229
0500000US19005,Allamakee County,Iowa,7.44,18.50,4.78,51057
0500000US19007,Appanoose County,Iowa,7.84,17.08,4.99,41111
0500000US19009,Audubon County,Iowa,5.10,14.55,4.13,50397
0500000US19011,Benton County,Iowa,3.55,22.63,6.08,65475
0500000US19013,Black Hawk County,Iowa,2.69,28.64,9.57,52688
0500000US19015,Boone County,Iowa,3.66,24.79,6.88,61111
0500000US19017,Bremer County,Iowa,2.75,30.33,10.08,68023
0500000US19019,Buchanan County,Iowa,4.64,20.59,5.64,61409
0500000US19021,Buena Vista County,Iowa,2.51,19.63,5.91,54556
0500000US19023,Butler County,Iowa,4.14,17.52,4.80,55999
0500000US19025,Calhoun County,Iowa,3.72,19.52,6.58,50800
0500000US19027,Carroll County,Iowa,2.45,22.25,5.64,57674
0500000US19029,Cass County,Iowa,7.64,19.63,5.72,48178
0500000US19031,Cedar County,Iowa,5.13,22.96,5.37,65791
0500000US19033,Cerro Gordo County,Iowa,3.42,22.65,6.57,52902
0500000US19035,Cherokee County,Iowa,3.60,21.39,6.32,54658
0500000US19037,Chickasaw County,Iowa,5.20,16.94,4.02,55385
0500000US19039,Clarke County,Iowa,9.43,16.91,4.18,51571
0500000US19041,Clay County,Iowa,2.94,22.58,5.35,47874
0500000US19043,Clayton County,Iowa,6.90,17.15,3.93,52828
0500000US19045,Clinton County,Iowa,3.60,19.06,5.97,50156
0500000US19047,Crawford County,Iowa,3.86,12.79,3.43,53609
0500000US19049,Dallas County,Iowa,3.39,49.38,14.94,84790
0500000US19051,Davis County,Iowa,5.51,20.51,5.64,58464
0500000US19053,Decatur County,Iowa,12.27,23.50,9.38,42614
0500000US19055,Delaware County,Iowa,8.02,16.59,4.74,61179
0500000US19057,Des Moines County,Iowa,2.61,20.49,6.32,49977
0500000US19059,Dickinson County,Iowa,2.04,31.34,8.65,58099
0500000US19061,Dubuque County,Iowa,2.71,30.46,10.76,61321
0500000US19063,Emmet County,Iowa,3.32,20.19,5.40,48542
0500000US19065,Fayette County,Iowa,4.95,19.81,6.06,50015
0500000US19067,Floyd County,Iowa,3.47,19.95,4.41,48110
0500000US19069,Franklin County,Iowa,3.05,17.73,4.39,53742
0500000US19071,Fremont County,Iowa,8.28,19.25,6.06,54281
0500000US19073,Greene County,Iowa,3.91,20.12,5.89,54050
0500000US19075,Grundy County,Iowa,4.23,28.03,6.62,66965
0500000US19077,Guthrie County,Iowa,13.06,19.75,5.22,57075
0500000US19079,Hamilton County,Iowa,3.60,24.25,6.23,56273
0500000US19081,Hancock County,Iowa,4.00,23.10,5.38,61167
0500000US19083,Hardin County,Iowa,4.78,19.76,6.41,53872
0500000US19085,Harrison County,Iowa,9.23,18.81,5.04,60063
0500000US19087,Henry County,Iowa,3.93,20.07,4.97,52428
0500000US19089,Howard County,Iowa,4.66,14.91,5.16,52742
0500000US19091,Humboldt County,Iowa,4.41,20.85,4.55,52219
0500000US19093,Ida County,Iowa,6.10,19.02,3.55,55969
0500000US19095,Iowa County,Iowa,5.35,19.12,5.60,58570
0500000US19097,Jackson County,Iowa,5.33,18.84,6.34,54070
0500000US19099,Jasper County,Iowa,3.52,17.86,4.45,55727
0500000US19101,Jefferson County,Iowa,2.64,31.56,14.61,43378
0500000US19103,Johnson County,Iowa,2.44,52.98,24.96,61640
0500000US19105,Jones County,Iowa,8.46,18.44,5.83,56012
0500000US19107,Keokuk County,Iowa,6.45,18.21,5.17,51043
0500000US19109,Kossuth County,Iowa,1.96,18.31,3.32,54146
0500000US19111,Lee County,Iowa,2.44,15.67,4.40,48571
0500000US19113,Linn County,Iowa,2.75,33.04,9.70,64862
0500000US19115,Louisa County,Iowa,4.79,14.23,4.41,53943
0500000US19117,Lucas County,Iowa,12.36,17.03,3.22,50206
0500000US19119,Lyon County,Iowa,1.69,21.36,5.41,64352
0500000US19121,Madison County,Iowa,6.15,23.86,5.45,64512
0500000US19123,Mahaska County,Iowa,3.90,22.33,6.81,52950
0500000US19125,Marion County,Iowa,5.82,26.38,8.48,58492
0500000US19127,Marshall County,Iowa,4.53,18.99,5.42,54027
0500000US19129,Mills County,Iowa,4.29,23.71,6.76,69177
0500000US19131,Mitchell County,Iowa,4.39,17.65,4.78,55553
0500000US19133,Monona County,Iowa,6.51,16.68,4.80,45252
0500000US19135,Monroe County,Iowa,7.89,16.57,2.17,49549
0500000US19137,Montgomery County,Iowa,7.63,17.46,4.38,47648
0500000US19139,Muscatine County,Iowa,2.84,22.01,6.74,57348
0500000US19141,O'Brien County,Iowa,2.70,19.87,4.97,53045
0500000US19143,Osceola County,Iowa,4.45,18.06,4.87,58125
0500000US19145,Page County,Iowa,4.16,21.33,5.35,49974
0500000US19147,Palo Alto County,Iowa,3.13,25.03,6.64,52462
0500000US19149,Plymouth County,Iowa,2.89,21.05,5.05,64296
0500000US19151,Pocahontas County,Iowa,5.52,14.69,3.34,49877
0500000US19153,Polk County,Iowa,2.12,36.08,11.35,66044
0500000US19155,Pottawattamie County,Iowa,3.39,21.23,6.46,57467
0500000US19157,Poweshiek County,Iowa,7.14,25.06,10.79,53520
0500000US19159,Ringgold County,Iowa,6.78,20.58,6.10,52005
0500000US19161,Sac County,Iowa,4.13,20.58,5.53,54958
0500000US19163,Scott County,Iowa,2.36,31.88,11.89,58803
0500000US19165,Shelby County,Iowa,6.55,20.82,5.32,55489
0500000US19167,Sioux County,Iowa,2.78,28.12,8.42,67178
0500000US19169,Story County,Iowa,2.93,51.13,23.02,54554
0500000US19171,Tama County,Iowa,4.88,16.13,4.34,55898
0500000US19173,Taylor County,Iowa,5.20,14.88,4.24,48717
0500000US19175,Union County,Iowa,5.96,17.21,5.27,47518
0500000US19177,Van Buren County,Iowa,4.38,14.14,4.38,47083
0500000US19179,Wapello County,Iowa,4.24,17.95,6.51,45233
0500000US19181,Warren County,Iowa,3.54,31.70,8.82,74383
0500000US19183,Washington County,Iowa,3.38,21.46,6.31,61769
0500000US19185,Wayne County,Iowa,9.21,12.98,4.03,45017
0500000US19187,Webster County,Iowa,3.03,19.63,5.23,44261
0500000US19189,Winnebago County,Iowa,1.90,22.37,5.86,51002
0500000US19191,Winneshiek County,Iowa,4.06,29.69,12.11,62820
0500000US19193,Woodbury County,Iowa,2.94,23.01,7.03,55483
0500000US19195,Worth County,Iowa,2.69,15.55,4.29,54329
0500000US19197,Wright County,Iowa,3.34,17.70,4.35,50198
0500000US20001,Allen County,Kansas,4.38,20.44,7.69,42679
0500000US20003,Anderson County,Kansas,13.80,17.52,6.45,46274
0500000US20005,Atchison County,Kansas,6.16,21.94,7.97,48667
0500000US20007,Barber County,Kansas,4.26,18.33,7.66,50613
0500000US20009,Barton County,Kansas,4.83,18.39,5.90,50198
0500000US20011,Bourbon County,Kansas,5.50,20.61,6.89,40733
0500000US20013,Brown County,Kansas,6.37,21.78,6.79,48547
0500000US20015,Butler County,Kansas,3.80,29.03,9.72,63272
0500000US20017,Chase County,Kansas,9.18,21.61,5.98,46295
0500000US20019,Chautauqua County,Kansas,6.44,16.80,4.17,38690
0500000US20021,Cherokee County,Kansas,2.07,19.09,6.94,41103
0500000US20023,Cheyenne County,Kansas,3.71,26.31,4.81,46833
0500000US20025,Clark County,Kansas,4.44,31.52,7.22,50368
0500000US20027,Clay County,Kansas,6.18,27.19,11.16,56186
0500000US20029,Cloud County,Kansas,4.77,22.49,8.59,44143
0500000US20031,Coffey County,Kansas,6.10,22.90,5.98,58636
0500000US20033,Comanche County,Kansas,3.37,18.59,3.92,56912
0500000US20035,Cowley County,Kansas,5.83,20.14,6.86,48087
0500000US20037,Crawford County,Kansas,2.27,29.45,11.09,40174
0500000US20039,Decatur County,Kansas,4.02,23.47,5.32,44104
0500000US20041,Dickinson County,Kansas,3.95,22.07,6.59,48167
0500000US20043,Doniphan County,Kansas,6.59,19.35,5.31,49338
0500000US20045,Douglas County,Kansas,3.70,50.37,24.27,55832
0500000US20047,Edwards County,Kansas,3.32,17.90,4.39,49293
0500000US20049,Elk County,Kansas,17.66,15.00,7.71,38494
0500000US20051,Ellis County,Kansas,2.28,34.84,10.83,52700
0500000US20053,Ellsworth County,Kansas,6.14,20.36,6.49,48188
0500000US20055,Finney County,Kansas,2.67,17.07,6.12,56573
0500000US20057,Ford County,Kansas,2.19,17.64,6.20,53072
0500000US20059,Franklin County,Kansas,6.56,19.50,6.33,55486
0500000US20061,Geary County,Kansas,2.47,21.86,6.48,49185
0500000US20063,Gove County,Kansas,2.65,22.67,4.42,48894
0500000US20065,Graham County,Kansas,4.27,26.25,6.00,40769
0500000US20067,Grant County,Kansas,7.94,15.39,4.11,55455
0500000US20069,Gray County,Kansas,2.50,21.00,5.39,64426
0500000US20071,Greeley County,Kansas,1.38,29.03,4.60,51250
0500000US20073,Greenwood County,Kansas,10.78,19.64,5.33,42595
0500000US20075,Hamilton County,Kansas,5.69,18.20,3.10,45000
0500000US20077,Harper County,Kansas,6.01,17.12,6.60,49455
0500000US20079,Harvey County,Kansas,1.44,31.04,12.11,56051
0500000US20081,Haskell County,Kansas,2.68,16.26,4.50,53527
0500000US20083,Hodgeman County,Kansas,4.00,28.39,9.95,53854
0500000US20085,Jackson County,Kansas,4.33,21.34,7.16,55904
0500000US20087,Jefferson County,Kansas,10.51,21.92,6.50,61793
0500000US20089,Jewell County,Kansas,2.67,16.92,5.41,42552
0500000US20091,Johnson County,Kansas,2.22,55.28,20.98,84915
0500000US20093,Kearny County,Kansas,0.94,15.88,6.01,51314
0500000US20095,Kingman County,Kansas,5.54,24.16,6.11,58483
0500000US20097,Kiowa County,Kansas,3.35,27.88,8.49,51336
0500000US20099,Labette County,Kansas,2.75,17.77,6.11,47668
0500000US20101,Lane County,Kansas,5.93,21.61,6.70,51719
0500000US20103,Leavenworth County,Kansas,3.82,31.66,13.44,71184
0500000US20105,Lincoln County,Kansas,5.16,22.59,9.07,46196
0500000US20107,Linn County,Kansas,22.61,16.00,4.54,43699
0500000US20109,Logan County,Kansas,2.75,17.60,4.53,51597
0500000US20111,Lyon County,Kansas,5.16,27.34,10.15,44191
0500000US20113,McPherson County,Kansas,1.96,28.99,8.25,57765
0500000US20115,Marion County,Kansas,6.01,25.05,7.58,51262
0500000US20117,Marshall County,Kansas,2.88,18.60,6.01,50234
0500000US20119,Meade County,Kansas,5.10,20.12,5.98,55568
0500000US20121,Miami County,Kansas,5.98,27.66,9.81,69150
0500000US20123,Mitchell County,Kansas,1.16,25.25,7.99,45221
0500000US20125,Montgomery County,Kansas,3.26,18.24,5.63,45173
0500000US20127,Morris County,Kansas,8.19,20.14,6.10,50352
0500000US20129,Morton County,Kansas,6.11,17.11,4.68,43925
0500000US20131,Nemaha County,Kansas,4.03,24.48,7.13,58644
0500000US20133,Neosho County,Kansas,3.32,20.64,8.50,44294
0500000US20135,Ness County,Kansas,3.04,18.87,4.61,51033
0500000US20137,Norton County,Kansas,4.22,15.88,3.72,49891
0500000US20139,Osage County,Kansas,10.36,18.59,6.44,55036
0500000US20141,Osborne County,Kansas,2.44,23.01,5.35,48355
0500000US20143,Ottawa County,Kansas,3.61,23.46,5.70,51971
0500000US20145,Pawnee County,Kansas,2.96,18.84,5.98,42853
0500000US20147,Phillips County,Kansas,4.37,22.28,6.98,48272
0500000US20149,Pottawatomie County,Kansas,5.15,34.47,10.95,64657
0500000US20151,Pratt County,Kansas,2.62,28.15,8.65,54029
0500000US20153,Rawlins County,Kansas,2.47,25.05,5.93,48125
0500000US20155,Reno County,Kansas,4.69,20.54,6.92,49174
0500000US20157,Republic County,Kansas,3.65,24.51,10.35,48022
0500000US20159,Rice County,Kansas,2.33,23.24,7.64,50764
0500000US20161,Riley County,Kansas,2.28,45.99,20.84,49910
0500000US20163,Rooks County,Kansas,5.33,24.00,7.41,50511
0500000US20165,Rush County,Kansas,5.98,23.14,7.32,40598
0500000US20167,Russell County,Kansas,3.70,25.94,11.27,52806
0500000US20169,Saline County,Kansas,2.70,26.19,9.01,50515
0500000US20171,Scott County,Kansas,2.09,24.87,6.20,71394
0500000US20173,Sedgwick County,Kansas,2.41,30.89,11.00,54974
0500000US20175,Seward County,Kansas,7.07,11.15,2.84,47025
0500000US20177,Shawnee County,Kansas,3.06,30.81,11.08,55199
0500000US20179,Sheridan County,Kansas,4.45,21.36,4.76,56071
0500000US20181,Sherman County,Kansas,1.78,19.12,4.73,52847
0500000US20183,Smith County,Kansas,5.63,19.09,5.14,43438
0500000US20185,Stafford County,Kansas,5.47,23.88,6.54,48563
0500000US20187,Stanton County,Kansas,0.00,19.28,1.55,46726
0500000US20189,Stevens County,Kansas,4.20,12.24,4.23,56507
0500000US20191,Sumner County,Kansas,4.72,22.20,5.55,54915
0500000US20193,Thomas County,Kansas,1.40,25.48,7.28,57478
0500000US20195,Trego County,Kansas,7.26,22.77,6.62,56810
0500000US20197,Wabaunsee County,Kansas,4.94,23.34,7.86,60450
0500000US20199,Wallace County,Kansas,4.02,30.87,6.19,58875
0500000US20201,Washington County,Kansas,4.99,20.29,5.25,48889
0500000US20203,Wichita County,Kansas,1.93,21.07,5.97,57566
0500000US20205,Wilson County,Kansas,2.84,14.43,4.32,46208
0500000US20207,Woodson County,Kansas,5.06,13.45,3.38,34621
0500000US20209,Wyandotte County,Kansas,2.25,17.40,5.84,44873
0500000US21001,Adair County,Kentucky,6.48,16.25,8.48,39346
0500000US21003,Allen County,Kentucky,4.09,14.56,5.30,40893
0500000US21005,Anderson County,Kentucky,5.99,20.31,7.80,54160
0500000US21007,Ballard County,Kentucky,6.38,13.34,5.45,44350
0500000US21009,Barren County,Kentucky,3.11,16.03,5.72,40216
0500000US21011,Bath County,Kentucky,9.89,12.36,4.42,40837
0500000US21013,Bell County,Kentucky,6.38,8.95,5.00,24628
0500000US21015,Boone County,Kentucky,5.73,31.61,11.22,75043
0500000US21017,Bourbon County,Kentucky,4.02,18.86,7.37,51462
0500000US21019,Boyd County,Kentucky,4.82,20.20,8.74,46165
0500000US21021,Boyle County,Kentucky,7.79,23.43,11.73,43274
0500000US21023,Bracken County,Kentucky,21.46,13.72,6.02,45827
0500000US21025,Breathitt County,Kentucky,16.20,14.31,7.77,26376
0500000US21027,Breckinridge County,Kentucky,16.78,11.05,4.85,48189
0500000US21029,Bullitt County,Kentucky,4.71,14.22,5.04,60534
0500000US21031,Butler County,Kentucky,6.28,12.58,5.89,40061
0500000US21033,Caldwell County,Kentucky,7.29,15.30,8.82,44940
0500000US21035,Calloway County,Kentucky,3.22,29.03,12.80,40219
0500000US21037,Campbell County,Kentucky,3.15,33.54,12.06,59782
0500000US21039,Carlisle County,Kentucky,5.97,14.85,5.71,39664
0500000US21041,Carroll County,Kentucky,4.34,8.83,2.67,43258
0500000US21043,Carter County,Kentucky,10.84,13.65,5.07,33067
0500000US21045,Casey County,Kentucky,10.05,13.34,6.78,34457
0500000US21047,Christian County,Kentucky,4.61,17.34,7.44,41235
0500000US21049,Clark County,Kentucky,4.64,20.05,7.13,52938
0500000US21051,Clay County,Kentucky,13.33,9.54,5.27,26250
0500000US21053,Clinton County,Kentucky,2.64,10.14,4.08,31115
0500000US21055,Crittenden County,Kentucky,12.06,13.13,5.32,43169
0500000US21057,Cumberland County,Kentucky,5.74,13.08,5.06,32906
0500000US21059,Daviess County,Kentucky,4.53,22.89,8.87,49836
0500000US21061,Edmonson County,Kentucky,7.65,10.76,4.77,41360
0500000US21063,Elliott County,Kentucky,23.47,8.34,2.26,33377
0500000US21065,Estill County,Kentucky,17.58,9.92,3.25,31337
0500000US21067,Fayette County,Kentucky,3.74,42.94,18.64,54918
0500000US21069,Fleming County,Kentucky,12.59,12.66,5.13,42213
0500000US21071,Floyd County,Kentucky,6.43,11.20,5.45,31267
0500000US21073,Franklin County,Kentucky,4.03,29.80,11.12,55068
0500000US21075,Fulton County,Kentucky,4.08,13.26,5.18,28559
0500000US21077,Gallatin County,Kentucky,9.22,11.64,2.69,50204
0500000US21079,Garrard County,Kentucky,16.04,16.79,7.26,49888
0500000US21081,Grant County,Kentucky,10.51,13.62,5.25,45610
0500000US21083,Graves County,Kentucky,3.75,16.26,6.61,41615
0500000US21085,Grayson County,Kentucky,13.38,10.43,4.27,37906
0500000US21087,Green County,Kentucky,7.65,11.96,5.12,37374
0500000US21089,Greenup County,Kentucky,4.86,17.21,7.32,49343
0500000US21091,Hancock County,Kentucky,2.76,10.97,4.97,52019
0500000US21093,Hardin County,Kentucky,5.93,23.04,10.27,53168
0500000US21095,Harlan County,Kentucky,6.80,10.78,5.08,26324
0500000US21097,Harrison County,Kentucky,5.86,14.83,6.49,49696
0500000US21099,Hart County,Kentucky,13.09,11.77,5.20,37795
0500000US21101,Henderson County,Kentucky,5.17,17.86,7.63,45389
0500000US21103,Henry County,Kentucky,7.33,12.18,4.85,51447
0500000US21105,Hickman County,Kentucky,3.73,17.55,5.60,40463
0500000US21107,Hopkins County,Kentucky,6.56,15.97,6.84,45738
0500000US21109,Jackson County,Kentucky,16.96,12.19,4.80,32143
0500000US21111,Jefferson County,Kentucky,3.41,32.72,13.56,54357
0500000US21113,Jessamine County,Kentucky,3.85,29.47,11.89,56728
0500000US21115,Johnson County,Kentucky,10.45,14.94,6.32,37559
0500000US21117,Kenton County,Kentucky,4.25,30.45,11.33,61606
0500000US21119,Knott County,Kentucky,13.42,12.94,6.99,29326
0500000US21121,Knox County,Kentucky,7.04,13.14,7.38,28790
0500000US21123,Larue County,Kentucky,7.32,10.08,5.85,41779
0500000US21125,Laurel County,Kentucky,4.26,13.41,5.32,39230
0500000US21127,Lawrence County,Kentucky,12.18,9.98,4.66,31813
0500000US21129,Lee County,Kentucky,20.28,10.34,5.81,23972
0500000US21131,Leslie County,Kentucky,17.78,9.69,3.24,30798
0500000US21133,Letcher County,Kentucky,12.25,11.71,5.18,29856
0500000US21135,Lewis County,Kentucky,20.95,11.02,5.48,31096
0500000US21137,Lincoln County,Kentucky,13.86,11.10,4.75,39833
0500000US21139,Livingston County,Kentucky,3.78,11.37,3.99,46076
0500000US21141,Logan County,Kentucky,6.67,15.00,4.67,43842
0500000US21143,Lyon County,Kentucky,6.08,15.92,7.49,50097
0500000US21145,McCracken County,Kentucky,3.12,24.60,9.09,44486
0500000US21147,McCreary County,Kentucky,11.39,6.88,2.43,23273
0500000US21149,McLean County,Kentucky,7.87,12.04,4.66,50445
0500000US21151,Madison County,Kentucky,5.34,30.51,12.27,48687
0500000US21153,Magoffin County,Kentucky,16.81,9.71,5.06,29516
0500000US21155,Marion County,Kentucky,5.51,13.21,6.46,38544
0500000US21157,Marshall County,Kentucky,3.90,18.82,8.95,50731
0500000US21159,Martin County,Kentucky,12.05,8.46,3.32,35125
0500000US21161,Mason County,Kentucky,11.84,18.85,8.91,41415
0500000US21163,Meade County,Kentucky,13.37,18.24,7.76,57963
0500000US21165,Menifee County,Kentucky,11.21,11.30,3.92,39905
0500000US21167,Mercer County,Kentucky,9.37,17.54,7.29,50475
0500000US21169,Metcalfe County,Kentucky,8.36,13.13,6.89,35809
0500000US21171,Monroe County,Kentucky,10.28,12.90,6.72,34167
0500000US21173,Montgomery County,Kentucky,8.02,16.32,6.47,41974
0500000US21175,Morgan County,Kentucky,18.69,13.62,6.57,34419
0500000US21177,Muhlenberg County,Kentucky,10.49,11.11,4.48,43110
0500000US21179,Nelson County,Kentucky,10.16,17.17,6.81,57469
0500000US21181,Nicholas County,Kentucky,19.07,10.19,4.78,41354
0500000US21183,Ohio County,Kentucky,6.21,13.30,6.50,42826
0500000US21185,Oldham County,Kentucky,5.59,42.18,17.22,97597
0500000US21187,Owen County,Kentucky,12.93,9.91,3.32,45338
0500000US21189,Owsley County,Kentucky,11.52,16.18,8.12,25530
0500000US21191,Pendleton County,Kentucky,16.35,11.27,5.43,52620
0500000US21193,Perry County,Kentucky,4.87,12.35,7.17,31046
0500000US21195,Pike County,Kentucky,6.95,13.05,6.63,34081
0500000US21197,Powell County,Kentucky,13.84,14.68,5.47,36958
0500000US21199,Pulaski County,Kentucky,5.68,15.34,6.49,37921
0500000US21201,Robertson County,Kentucky,16.99,15.99,5.16,38864
0500000US21203,Rockcastle County,Kentucky,8.39,10.63,4.20,36468
0500000US21205,Rowan County,Kentucky,9.87,26.63,15.02,37639
0500000US21207,Russell County,Kentucky,6.11,12.86,5.03,36159
0500000US21209,Scott County,Kentucky,3.45,28.58,11.44,66966
0500000US21211,Shelby County,Kentucky,3.77,24.25,10.02,64240
0500000US21213,Simpson County,Kentucky,4.09,14.21,5.17,48311
0500000US21215,Spencer County,Kentucky,6.99,20.18,8.35,77738
0500000US21217,Taylor County,Kentucky,4.55,19.21,8.77,39055
0500000US21219,Todd County,Kentucky,6.17,12.91,5.69,41865
0500000US21221,Trigg County,Kentucky,7.60,16.90,6.05,52279
0500000US21223,Trimble County,Kentucky,4.58,11.95,4.95,47470
0500000US21225,Union County,Kentucky,8.15,11.05,5.15,42844
0500000US21227,Warren County,Kentucky,4.80,30.60,11.99,52007
0500000US21229,Washington County,Kentucky,9.36,17.74,9.05,50794
0500000US21231,Wayne County,Kentucky,4.91,12.82,5.42,34039
0500000US21233,Webster County,Kentucky,5.96,9.84,3.28,40947
0500000US21235,Whitley County,Kentucky,6.39,19.18,9.20,36897
0500000US21237,Wolfe County,Kentucky,17.56,7.65,5.45,22458
0500000US21239,Woodford County,Kentucky,1.78,32.90,12.58,62629
0500000US22001,Acadia Parish,Louisiana,9.37,13.37,3.87,41177
0500000US22003,Allen Parish,Louisiana,15.32,12.72,4.15,41009
0500000US22005,Ascension Parish,Louisiana,10.96,26.79,8.42,76589
0500000US22007,Assumption Parish,Louisiana,12.83,10.23,4.31,44744
0500000US22009,Avoyelles Parish,Louisiana,13.19,12.09,3.87,38077
0500000US22011,Beauregard Parish,Louisiana,12.52,17.52,5.26,50738
0500000US22013,Bienville Parish,Louisiana,13.95,12.39,4.35,30300
0500000US22015,Bossier Parish,Louisiana,3.43,25.64,8.85,53806
0500000US22017,Caddo Parish,Louisiana,4.11,23.52,8.89,40866
0500000US22019,Calcasieu Parish,Louisiana,4.24,21.91,7.21,49452
0500000US22021,Caldwell Parish,Louisiana,7.79,14.20,4.37,32174
0500000US22023,Cameron Parish,Louisiana,9.20,11.65,2.78,55000
0500000US22025,Catahoula Parish,Louisiana,10.13,11.68,3.35,38854
0500000US22027,Claiborne Parish,Louisiana,11.12,14.67,5.15,27303
0500000US22029,Concordia Parish,Louisiana,7.29,12.75,4.05,31813
0500000US22031,De Soto Parish,Louisiana,8.27,14.21,4.86,44230
0500000US22033,East Baton Rouge Parish,Louisiana,5.23,34.66,12.96,52719
0500000US22035,East Carroll Parish,Louisiana,0.37,8.49,1.87,21161
0500000US22037,East Feliciana Parish,Louisiana,13.95,12.60,3.70,48129
0500000US22039,Evangeline Parish,Louisiana,13.82,12.85,3.46,32180
0500000US22041,Franklin Parish,Louisiana,8.24,11.92,4.50,35466
0500000US22043,Grant Parish,Louisiana,8.76,8.36,2.23,40792
0500000US22045,Iberia Parish,Louisiana,6.87,12.70,3.66,45274
0500000US22047,Iberville Parish,Louisiana,8.34,14.50,3.74,47797
0500000US22049,Jackson Parish,Louisiana,11.25,13.55,3.95,38523
0500000US22051,Jefferson Parish,Louisiana,5.56,26.15,8.64,52558
0500000US22053,Jefferson Davis Parish,Louisiana,11.76,15.92,5.12,39653
0500000US22055,Lafayette Parish,Louisiana,7.84,32.12,9.76,54726
0500000US22057,Lafourche Parish,Louisiana,11.53,16.56,5.16,53089
0500000US22059,LaSalle Parish,Louisiana,21.22,12.16,2.81,36868
0500000US22061,Lincoln Parish,Louisiana,5.29,36.48,14.97,34154
0500000US22063,Livingston Parish,Louisiana,14.45,18.27,5.47,63159
0500000US22065,Madison Parish,Louisiana,1.57,12.57,4.65,27810
0500000US22067,Morehouse Parish,Louisiana,5.66,13.00,2.02,33333
0500000US22069,Natchitoches Parish,Louisiana,7.17,17.85,6.82,27795
0500000US22071,Orleans Parish,Louisiana,6.67,36.82,15.72,39576
0500000US22073,Ouachita Parish,Louisiana,3.41,24.26,8.09,41314
0500000US22075,Plaquemines Parish,Louisiana,10.51,19.59,6.14,52386
0500000US22077,Pointe Coupee Parish,Louisiana,16.31,15.20,4.04,44269
0500000US22079,Rapides Parish,Louisiana,5.55,20.54,7.83,44852
0500000US22081,Red River Parish,Louisiana,17.85,13.92,5.82,33446
0500000US22083,Richland Parish,Louisiana,3.60,13.53,5.44,34422
0500000US22085,Sabine Parish,Louisiana,14.73,13.10,4.47,39465
0500000US22087,St. Bernard Parish,Louisiana,7.48,12.30,2.88,46011
0500000US22089,St. Charles Parish,Louisiana,7.72,24.24,5.75,66620
0500000US22091,St. Helena Parish,Louisiana,23.18,13.89,6.50,39895
0500000US22093,St. James Parish,Louisiana,12.30,14.33,4.18,50661
0500000US22095,St. John the Baptist Parish,Louisiana,11.86,16.30,5.53,54821
0500000US22097,St. Landry Parish,Louisiana,8.92,14.15,4.54,33288
0500000US22099,St. Martin Parish,Louisiana,8.19,14.44,3.51,47974
0500000US22101,St. Mary Parish,Louisiana,6.95,10.57,3.20,40485
0500000US22103,St. Tammany Parish,Louisiana,13.81,33.52,11.54,67706
