state_fips,county_fips,county,state,naics_2017,naics_2017_label,year,establishments
17,047,Edwards County,Illinois,72,Accommodation and food services,2018,8
17,049,Effingham County,Illinois,72,Accommodation and food services,2018,116
17,051,Fayette County,Illinois,72,Accommodation and food services,2018,45
17,053,Ford County,Illinois,72,Accommodation and food services,2018,31
17,055,Franklin County,Illinois,72,Accommodation and food services,2018,84
17,057,Fulton County,Illinois,72,Accommodation and food services,2018,77
17,059,Gallatin County,Illinois,72,Accommodation and food services,2018,5
17,061,Greene County,Illinois,72,Accommodation and food services,2018,22
17,063,Grundy County,Illinois,72,Accommodation and food services,2018,131
17,065,Hamilton County,Illinois,72,Accommodation and food services,2018,9
17,067,Hancock County,Illinois,72,Accommodation and food services,2018,35
17,069,Hardin County,Illinois,72,Accommodation and food services,2018,9
17,071,Henderson County,Illinois,72,Accommodation and food services,2018,13
17,073,Henry County,Illinois,72,Accommodation and food services,2018,98
17,075,Iroquois County,Illinois,72,Accommodation and food services,2018,54
17,077,Jackson County,Illinois,72,Accommodation and food services,2018,142
17,079,Jasper County,Illinois,72,Accommodation and food services,2018,16
17,081,Jefferson County,Illinois,72,Accommodation and food services,2018,87
17,083,Jersey County,Illinois,72,Accommodation and food services,2018,53
17,085,Jo Daviess County,Illinois,72,Accommodation and food services,2018,93
17,087,Johnson County,Illinois,72,Accommodation and food services,2018,17
17,089,Kane County,Illinois,72,Accommodation and food services,2018,947
17,091,Kankakee County,Illinois,72,Accommodation and food services,2018,241
17,093,Kendall County,Illinois,72,Accommodation and food services,2018,195
17,095,Knox County,Illinois,72,Accommodation and food services,2018,126
17,097,Lake County,Illinois,72,Accommodation and food services,2018,1532
17,099,LaSalle County,Illinois,72,Accommodation and food services,2018,310
17,101,Lawrence County,Illinois,72,Accommodation and food services,2018,21
17,103,Lee County,Illinois,72,Accommodation and food services,2018,73
17,105,Livingston County,Illinois,72,Accommodation and food services,2018,68
17,107,Logan County,Illinois,72,Accommodation and food services,2018,59
17,109,McDonough County,Illinois,72,Accommodation and food services,2018,87
17,111,McHenry County,Illinois,72,Accommodation and food services,2018,596
17,113,McLean County,Illinois,72,Accommodation and food services,2018,394
17,115,Macon County,Illinois,72,Accommodation and food services,2018,246
17,117,Macoupin County,Illinois,72,Accommodation and food services,2018,89
17,119,Madison County,Illinois,72,Accommodation and food services,2018,603
17,121,Marion County,Illinois,72,Accommodation and food services,2018,81
17,123,Marshall County,Illinois,72,Accommodation and food services,2018,30
17,125,Mason County,Illinois,72,Accommodation and food services,2018,33
17,127,Massac County,Illinois,72,Accommodation and food services,2018,26
17,129,Menard County,Illinois,72,Accommodation and food services,2018,18
17,131,Mercer County,Illinois,72,Accommodation and food services,2018,24
17,133,Monroe County,Illinois,72,Accommodation and food services,2018,81
17,135,Montgomery County,Illinois,72,Accommodation and food services,2018,75
17,137,Morgan County,Illinois,72,Accommodation and food services,2018,87
17,139,Moultrie County,Illinois,72,Accommodation and food services,2018,24
17,141,Ogle County,Illinois,72,Accommodation and food services,2018,117
17,143,Peoria County,Illinois,72,Accommodation and food services,2018,466
17,145,Perry County,Illinois,72,Accommodation and food services,2018,36
17,147,Piatt County,Illinois,72,Accommodation and food services,2018,35
17,149,Pike County,Illinois,72,Accommodation and food services,2018,30
17,151,Pope County,Illinois,72,Accommodation and food services,2018,3
17,153,Pulaski County,Illinois,72,Accommodation and food services,2018,6
17,155,Putnam County,Illinois,72,Accommodation and food services,2018,14
17,157,Randolph County,Illinois,72,Accommodation and food services,2018,75
17,159,Richland County,Illinois,72,Accommodation and food services,2018,36
17,161,Rock Island County,Illinois,72,Accommodation and food services,2018,357
17,163,St. Clair County,Illinois,72,Accommodation and food services,2018,548
17,165,Saline County,Illinois,72,Accommodation and food services,2018,47
17,167,Sangamon County,Illinois,72,Accommodation and food services,2018,545
17,169,Schuyler County,Illinois,72,Accommodation and food services,2018,13
17,171,Scott County,Illinois,72,Accommodation and food services,2018,9
17,173,Shelby County,Illinois,72,Accommodation and food services,2018,42
17,175,Stark County,Illinois,72,Accommodation and food services,2018,4
17,177,Stephenson County,Illinois,72,Accommodation and food services,2018,86
17,179,Tazewell County,Illinois,72,Accommodation and food services,2018,299
17,181,Union County,Illinois,72,Accommodation and food services,2018,39
17,183,Vermilion County,Illinois,72,Accommodation and food services,2018,152
17,185,Wabash County,Illinois,72,Accommodation and food services,2018,15
17,187,Warren County,Illinois,72,Accommodation and food services,2018,37
17,189,Washington County,Illinois,72,Accommodation and food services,2018,30
17,191,Wayne County,Illinois,72,Accommodation and food services,2018,29
17,193,White County,Illinois,72,Accommodation and food services,2018,26
17,195,Whiteside County,Illinois,72,Accommodation and food services,2018,129
17,197,Will County,Illinois,72,Accommodation and food services,2018,1215
17,199,Williamson County,Illinois,72,Accommodation and food services,2018,153
17,201,Winnebago County,Illinois,72,Accommodation and food services,2018,597
17,203,Woodford County,Illinois,72,Accommodation and food services,2018,65
18,001,Adams County,Indiana,72,Accommodation and food services,2018,51
18,003,Allen County,Indiana,72,Accommodation and food services,2018,773
18,005,Bartholomew County,Indiana,72,Accommodation and food services,2018,171
18,007,Benton County,Indiana,72,Accommodation and food services,2018,8
18,009,Blackford County,Indiana,72,Accommodation and food services,2018,16
18,011,Boone County,Indiana,72,Accommodation and food services,2018,130
18,013,Brown County,Indiana,72,Accommodation and food services,2018,43
18,015,Carroll County,Indiana,72,Accommodation and food services,2018,33
18,017,Cass County,Indiana,72,Accommodation and food services,2018,72
18,019,Clark County,Indiana,72,Accommodation and food services,2018,241
18,021,Clay County,Indiana,72,Accommodation and food services,2018,44
18,023,Clinton County,Indiana,72,Accommodation and food services,2018,50
18,025,Crawford County,Indiana,72,Accommodation and food services,2018,19
18,027,Daviess County,Indiana,72,Accommodation and food services,2018,61
18,029,Dearborn County,Indiana,72,Accommodation and food services,2018,75
18,031,Decatur County,Indiana,72,Accommodation and food services,2018,49
18,033,DeKalb County,Indiana,72,Accommodation and food services,2018,88
18,035,Delaware County,Indiana,72,Accommodation and food services,2018,226
18,037,Dubois County,Indiana,72,Accommodation and food services,2018,104
18,039,Elkhart County,Indiana,72,Accommodation and food services,2018,385
18,041,Fayette County,Indiana,72,Accommodation and food services,2018,45
18,043,Floyd County,Indiana,72,Accommodation and food services,2018,164
18,045,Fountain County,Indiana,72,Accommodation and food services,2018,36
18,047,Franklin County,Indiana,72,Accommodation and food services,2018,39
18,049,Fulton County,Indiana,72,Accommodation and food services,2018,39
18,051,Gibson County,Indiana,72,Accommodation and food services,2018,67
18,053,Grant County,Indiana,72,Accommodation and food services,2018,132
18,055,Greene County,Indiana,72,Accommodation and food services,2018,50
18,057,Hamilton County,Indiana,72,Accommodation and food services,2018,711
18,059,Hancock County,Indiana,72,Accommodation and food services,2018,120
18,061,Harrison County,Indiana,72,Accommodation and food services,2018,52
18,063,Hendricks County,Indiana,72,Accommodation and food services,2018,334
18,065,Henry County,Indiana,72,Accommodation and food services,2018,73
18,067,Howard County,Indiana,72,Accommodation and food services,2018,190
18,069,Huntington County,Indiana,72,Accommodation and food services,2018,87
18,071,Jackson County,Indiana,72,Accommodation and food services,2018,86
18,073,Jasper County,Indiana,72,Accommodation and food services,2018,63
18,075,Jay County,Indiana,72,Accommodation and food services,2018,28
18,077,Jefferson County,Indiana,72,Accommodation and food services,2018,74
18,079,Jennings County,Indiana,72,Accommodation and food services,2018,28
18,081,Johnson County,Indiana,72,Accommodation and food services,2018,289
18,083,Knox County,Indiana,72,Accommodation and food services,2018,77
18,085,Kosciusko County,Indiana,72,Accommodation and food services,2018,175
18,087,LaGrange County,Indiana,72,Accommodation and food services,2018,68
18,089,Lake County,Indiana,72,Accommodation and food services,2018,1030
18,091,LaPorte County,Indiana,72,Accommodation and food services,2018,234
18,093,Lawrence County,Indiana,72,Accommodation and food services,2018,65
18,095,Madison County,Indiana,72,Accommodation and food services,2018,221
18,097,Marion County,Indiana,72,Accommodation and food services,2018,2253
18,099,Marshall County,Indiana,72,Accommodation and food services,2018,84
18,101,Martin County,Indiana,72,Accommodation and food services,2018,22
18,103,Miami County,Indiana,72,Accommodation and food services,2018,52
18,105,Monroe County,Indiana,72,Accommodation and food services,2018,382
18,107,Montgomery County,Indiana,72,Accommodation and food services,2018,82
18,109,Morgan County,Indiana,72,Accommodation and food services,2018,86
18,111,Newton County,Indiana,72,Accommodation and food services,2018,26
18,113,Noble County,Indiana,72,Accommodation and food services,2018,74
18,115,Ohio County,Indiana,72,Accommodation and food services,2018,8
18,117,Orange County,Indiana,72,Accommodation and food services,2018,41
18,119,Owen County,Indiana,72,Accommodation and food services,2018,20
18,121,Parke County,Indiana,72,Accommodation and food services,2018,22
18,123,Perry County,Indiana,72,Accommodation and food services,2018,35
18,125,Pike County,Indiana,72,Accommodation and food services,2018,14
18,127,Porter County,Indiana,72,Accommodation and food services,2018,338
18,129,Posey County,Indiana,72,Accommodation and food services,2018,33
18,131,Pulaski County,Indiana,72,Accommodation and food services,2018,22
18,133,Putnam County,Indiana,72,Accommodation and food services,2018,79
18,135,Randolph County,Indiana,72,Accommodation and food services,2018,36
18,137,Ripley County,Indiana,72,Accommodation and food services,2018,44
18,139,Rush County,Indiana,72,Accommodation and food services,2018,23
18,141,St. Joseph County,Indiana,72,Accommodation and food services,2018,580
18,143,Scott County,Indiana,72,Accommodation and food services,2018,34
18,145,Shelby County,Indiana,72,Accommodation and food services,2018,77
18,147,Spencer County,Indiana,72,Accommodation and food services,2018,31
18,149,Starke County,Indiana,72,Accommodation and food services,2018,27
18,151,Steuben County,Indiana,72,Accommodation and food services,2018,89
18,153,Sullivan County,Indiana,72,Accommodation and food services,2018,36
18,155,Switzerland County,Indiana,72,Accommodation and food services,2018,17
18,157,Tippecanoe County,Indiana,72,Accommodation and food services,2018,452
18,159,Tipton County,Indiana,72,Accommodation and food services,2018,25
18,161,Union County,Indiana,72,Accommodation and food services,2018,10
18,163,Vanderburgh County,Indiana,72,Accommodation and food services,2018,467
18,165,Vermillion County,Indiana,72,Accommodation and food services,2018,24
18,167,Vigo County,Indiana,72,Accommodation and food services,2018,280
18,169,Wabash County,Indiana,72,Accommodation and food services,2018,64
18,171,Warren County,Indiana,72,Accommodation and food services,2018,8
18,173,Warrick County,Indiana,72,Accommodation and food services,2018,79
18,175,Washington County,Indiana,72,Accommodation and food services,2018,29
18,177,Wayne County,Indiana,72,Accommodation and food services,2018,145
18,179,Wells County,Indiana,72,Accommodation and food services,2018,40
18,181,White County,Indiana,72,Accommodation and food services,2018,54
18,183,Whitley County,Indiana,72,Accommodation and food services,2018,63
19,001,Adair County,Iowa,72,Accommodation and food services,2018,18
19,003,Adams County,Iowa,72,Accommodation and food services,2018,8
19,005,Allamakee County,Iowa,72,Accommodation and food services,2018,33
19,007,Appanoose County,Iowa,72,Accommodation and food services,2018,26
19,009,Audubon County,Iowa,72,Accommodation and food services,2018,10
19,011,Benton County,Iowa,72,Accommodation and food services,2018,30
19,013,Black Hawk County,Iowa,72,Accommodation and food services,2018,330
19,015,Boone County,Iowa,72,Accommodation and food services,2018,44
19,017,Bremer County,Iowa,72,Accommodation and food services,2018,49
19,019,Buchanan County,Iowa,72,Accommodation and food services,2018,38
19,021,Buena Vista County,Iowa,72,Accommodation and food services,2018,42
19,023,Butler County,Iowa,72,Accommodation and food services,2018,20
19,025,Calhoun County,Iowa,72,Accommodation and food services,2018,16
19,027,Carroll County,Iowa,72,Accommodation and food services,2018,57
19,029,Cass County,Iowa,72,Accommodation and food services,2018,30
19,031,Cedar County,Iowa,72,Accommodation and food services,2018,31
19,033,Cerro Gordo County,Iowa,72,Accommodation and food services,2018,126
19,035,Cherokee County,Iowa,72,Accommodation and food services,2018,26
19,037,Chickasaw County,Iowa,72,Accommodation and food services,2018,23
19,039,Clarke County,Iowa,72,Accommodation and food services,2018,19
19,041,Clay County,Iowa,72,Accommodation and food services,2018,53
19,043,Clayton County,Iowa,72,Accommodation and food services,2018,54
19,045,Clinton County,Iowa,72,Accommodation and food services,2018,116
19,047,Crawford County,Iowa,72,Accommodation and food services,2018,32
19,049,Dallas County,Iowa,72,Accommodation and food services,2018,178
19,051,Davis County,Iowa,72,Accommodation and food services,2018,12
19,053,Decatur County,Iowa,72,Accommodation and food services,2018,9
19,055,Delaware County,Iowa,72,Accommodation and food services,2018,30
19,057,Des Moines County,Iowa,72,Accommodation and food services,2018,103
19,059,Dickinson County,Iowa,72,Accommodation and food services,2018,104
19,061,Dubuque County,Iowa,72,Accommodation and food services,2018,249
19,063,Emmet County,Iowa,72,Accommodation and food services,2018,21
19,065,Fayette County,Iowa,72,Accommodation and food services,2018,43
19,067,Floyd County,Iowa,72,Accommodation and food services,2018,31
19,069,Franklin County,Iowa,72,Accommodation and food services,2018,16
19,071,Fremont County,Iowa,72,Accommodation and food services,2018,18
19,073,Greene County,Iowa,72,Accommodation and food services,2018,17
19,075,Grundy County,Iowa,72,Accommodation and food services,2018,20
19,077,Guthrie County,Iowa,72,Accommodation and food services,2018,18
19,079,Hamilton County,Iowa,72,Accommodation and food services,2018,26
19,081,Hancock County,Iowa,72,Accommodation and food services,2018,17
19,083,Hardin County,Iowa,72,Accommodation and food services,2018,31
19,085,Harrison County,Iowa,72,Accommodation and food services,2018,30
19,087,Henry County,Iowa,72,Accommodation and food services,2018,38
19,089,Howard County,Iowa,72,Accommodation and food services,2018,22
19,091,Humboldt County,Iowa,72,Accommodation and food services,2018,20
19,093,Ida County,Iowa,72,Accommodation and food services,2018,11
19,095,Iowa County,Iowa,72,Accommodation and food services,2018,36
19,097,Jackson County,Iowa,72,Accommodation and food services,2018,43
19,099,Jasper County,Iowa,72,Accommodation and food services,2018,59
19,101,Jefferson County,Iowa,72,Accommodation and food services,2018,39
19,103,Johnson County,Iowa,72,Accommodation and food services,2018,441
19,105,Jones County,Iowa,72,Accommodation and food services,2018,39
19,107,Keokuk County,Iowa,72,Accommodation and food services,2018,12
19,109,Kossuth County,Iowa,72,Accommodation and food services,2018,30
19,111,Lee County,Iowa,72,Accommodation and food services,2018,90
19,113,Linn County,Iowa,72,Accommodation and food services,2018,564
19,115,Louisa County,Iowa,72,Accommodation and food services,2018,15
19,117,Lucas County,Iowa,72,Accommodation and food services,2018,16
19,119,Lyon County,Iowa,72,Accommodation and food services,2018,21
19,121,Madison County,Iowa,72,Accommodation and food services,2018,19
19,123,Mahaska County,Iowa,72,Accommodation and food services,2018,37
19,125,Marion County,Iowa,72,Accommodation and food services,2018,71
19,127,Marshall County,Iowa,72,Accommodation and food services,2018,82
19,129,Mills County,Iowa,72,Accommodation and food services,2018,17
19,131,Mitchell County,Iowa,72,Accommodation and food services,2018,20
19,133,Monona County,Iowa,72,Accommodation and food services,2018,20
19,135,Monroe County,Iowa,72,Accommodation and food services,2018,18
19,137,Montgomery County,Iowa,72,Accommodation and food services,2018,21
19,139,Muscatine County,Iowa,72,Accommodation and food services,2018,108
19,141,O'Brien County,Iowa,72,Accommodation and food services,2018,31
19,143,Osceola County,Iowa,72,Accommodation and food services,2018,8
19,145,Page County,Iowa,72,Accommodation and food services,2018,27
19,147,Palo Alto County,Iowa,72,Accommodation and food services,2018,25
19,149,Plymouth County,Iowa,72,Accommodation and food services,2018,49
19,151,Pocahontas County,Iowa,72,Accommodation and food services,2018,13
19,153,Polk County,Iowa,72,Accommodation and food services,2018,1206
19,155,Pottawattamie County,Iowa,72,Accommodation and food services,2018,203
19,157,Poweshiek County,Iowa,72,Accommodation and food services,2018,50
19,159,Ringgold County,Iowa,72,Accommodation and food services,2018,14
19,161,Sac County,Iowa,72,Accommodation and food services,2018,21
19,163,Scott County,Iowa,72,Accommodation and food services,2018,457
19,165,Shelby County,Iowa,72,Accommodation and food services,2018,23
19,167,Sioux County,Iowa,72,Accommodation and food services,2018,72
19,169,Story County,Iowa,72,Accommodation and food services,2018,245
19,171,Tama County,Iowa,72,Accommodation and food services,2018,31
19,173,Taylor County,Iowa,72,Accommodation and food services,2018,6
19,175,Union County,Iowa,72,Accommodation and food services,2018,28
19,177,Van Buren County,Iowa,72,Accommodation and food services,2018,12
19,179,Wapello County,Iowa,72,Accommodation and food services,2018,74
19,181,Warren County,Iowa,72,Accommodation and food services,2018,68
19,183,Washington County,Iowa,72,Accommodation and food services,2018,41
19,185,Wayne County,Iowa,72,Accommodation and food services,2018,10
19,187,Webster County,Iowa,72,Accommodation and food services,2018,94
19,189,Winnebago County,Iowa,72,Accommodation and food services,2018,17
19,191,Winneshiek County,Iowa,72,Accommodation and food services,2018,67
19,193,Woodbury County,Iowa,72,Accommodation and food services,2018,266
19,195,Worth County,Iowa,72,Accommodation and food services,2018,9
19,197,Wright County,Iowa,72,Accommodation and food services,2018,31
20,001,Allen County,Kansas,72,Accommodation and food services,2018,26
20,003,Anderson County,Kansas,72,Accommodation and food services,2018,14
20,005,Atchison County,Kansas,72,Accommodation and food services,2018,35
20,007,Barber County,Kansas,72,Accommodation and food services,2018,15
20,009,Barton County,Kansas,72,Accommodation and food services,2018,61
20,011,Bourbon County,Kansas,72,Accommodation and food services,2018,31
20,013,Brown County,Kansas,72,Accommodation and food services,2018,20
20,015,Butler County,Kansas,72,Accommodation and food services,2018,112
20,017,Chase County,Kansas,72,Accommodation and food services,2018,4
20,021,Cherokee County,Kansas,72,Accommodation and food services,2018,32
20,023,Cheyenne County,Kansas,72,Accommodation and food services,2018,7
20,025,Clark County,Kansas,72,Accommodation and food services,2018,4
20,027,Clay County,Kansas,72,Accommodation and food services,2018,18
20,029,Cloud County,Kansas,72,Accommodation and food services,2018,23
20,031,Coffey County,Kansas,72,Accommodation and food services,2018,14
20,033,Comanche County,Kansas,72,Accommodation and food services,2018,4
20,035,Cowley County,Kansas,72,Accommodation and food services,2018,69
20,037,Crawford County,Kansas,72,Accommodation and food services,2018,89
20,039,Decatur County,Kansas,72,Accommodation and food services,2018,9
20,041,Dickinson County,Kansas,72,Accommodation and food services,2018,41
20,043,Doniphan County,Kansas,72,Accommodation and food services,2018,9
20,045,Douglas County,Kansas,72,Accommodation and food services,2018,325
20,047,Edwards County,Kansas,72,Accommodation and food services,2018,5
20,049,Elk County,Kansas,72,Accommodation and food services,2018,8
20,051,Ellis County,Kansas,72,Accommodation and food services,2018,95
20,053,Ellsworth County,Kansas,72,Accommodation and food services,2018,15
20,055,Finney County,Kansas,72,Accommodation and food services,2018,98
20,057,Ford County,Kansas,72,Accommodation and food services,2018,86
20,059,Franklin County,Kansas,72,Accommodation and food services,2018,52
20,061,Geary County,Kansas,72,Accommodation and food services,2018,77
20,063,Gove County,Kansas,72,Accommodation and food services,2018,7
20,065,Graham County,Kansas,72,Accommodation and food services,2018,5
20,067,Grant County,Kansas,72,Accommodation and food services,2018,22
20,069,Gray County,Kansas,72,Accommodation and food services,2018,10
20,073,Greenwood County,Kansas,72,Accommodation and food services,2018,10
20,075,Hamilton County,Kansas,72,Accommodation and food services,2018,10
20,077,Harper County,Kansas,72,Accommodation and food services,2018,14
20,079,Harvey County,Kansas,72,Accommodation and food services,2018,69
20,081,Haskell County,Kansas,72,Accommodation and food services,2018,7
20,083,Hodgeman County,Kansas,72,Accommodation and food services,2018,3
20,085,Jackson County,Kansas,72,Accommodation and food services,2018,24
20,087,Jefferson County,Kansas,72,Accommodation and food services,2018,28
20,089,Jewell County,Kansas,72,Accommodation and food services,2018,7
20,091,Johnson County,Kansas,72,Accommodation and food services,2018,1212
20,093,Kearny County,Kansas,72,Accommodation and food services,2018,8
20,095,Kingman County,Kansas,72,Accommodation and food services,2018,14
20,097,Kiowa County,Kansas,72,Accommodation and food services,2018,9
20,099,Labette County,Kansas,72,Accommodation and food services,2018,39
20,103,Leavenworth County,Kansas,72,Accommodation and food services,2018,115
20,107,Linn County,Kansas,72,Accommodation and food services,2018,10
20,109,Logan County,Kansas,72,Accommodation and food services,2018,11
20,111,Lyon County,Kansas,72,Accommodation and food services,2018,99
20,113,McPherson County,Kansas,72,Accommodation and food services,2018,76
20,115,Marion County,Kansas,72,Accommodation and food services,2018,26
20,117,Marshall County,Kansas,72,Accommodation and food services,2018,24
20,119,Meade County,Kansas,72,Accommodation and food services,2018,6
20,121,Miami County,Kansas,72,Accommodation and food services,2018,49
20,123,Mitchell County,Kansas,72,Accommodation and food services,2018,17
20,125,Montgomery County,Kansas,72,Accommodation and food services,2018,74
20,127,Morris County,Kansas,72,Accommodation and food services,2018,11
20,129,Morton County,Kansas,72,Accommodation and food services,2018,6
20,131,Nemaha County,Kansas,72,Accommodation and food services,2018,21
20,133,Neosho County,Kansas,72,Accommodation and food services,2018,30
20,135,Ness County,Kansas,72,Accommodation and food services,2018,6
20,137,Norton County,Kansas,72,Accommodation and food services,2018,15
20,139,Osage County,Kansas,72,Accommodation and food services,2018,22
20,141,Osborne County,Kansas,72,Accommodation and food services,2018,9
20,143,Ottawa County,Kansas,72,Accommodation and food services,2018,11
20,145,Pawnee County,Kansas,72,Accommodation and food services,2018,13
20,147,Phillips County,Kansas,72,Accommodation and food services,2018,17
20,149,Pottawatomie County,Kansas,72,Accommodation and food services,2018,40
20,151,Pratt County,Kansas,72,Accommodation and food services,2018,38
20,153,Rawlins County,Kansas,72,Accommodation and food services,2018,6
20,155,Reno County,Kansas,72,Accommodation and food services,2018,130
20,157,Republic County,Kansas,72,Accommodation and food services,2018,11
20,159,Rice County,Kansas,72,Accommodation and food services,2018,18
20,161,Riley County,Kansas,72,Accommodation and food services,2018,182
20,163,Rooks County,Kansas,72,Accommodation and food services,2018,12
20,165,Rush County,Kansas,72,Accommodation and food services,2018,8
20,167,Russell County,Kansas,72,Accommodation and food services,2018,17
20,169,Saline County,Kansas,72,Accommodation and food services,2018,145
20,171,Scott County,Kansas,72,Accommodation and food services,2018,17
20,173,Sedgwick County,Kansas,72,Accommodation and food services,2018,1165
20,175,Seward County,Kansas,72,Accommodation and food services,2018,52
20,177,Shawnee County,Kansas,72,Accommodation and food services,2018,355
20,179,Sheridan County,Kansas,72,Accommodation and food services,2018,5
20,181,Sherman County,Kansas,72,Accommodation and food services,2018,26
20,183,Smith County,Kansas,72,Accommodation and food services,2018,8
20,185,Stafford County,Kansas,72,Accommodation and food services,2018,10
20,187,Stanton County,Kansas,72,Accommodation and food services,2018,6
20,189,Stevens County,Kansas,72,Accommodation and food services,2018,13
20,191,Sumner County,Kansas,72,Accommodation and food services,2018,35
20,193,Thomas County,Kansas,72,Accommodation and food services,2018,27
20,195,Trego County,Kansas,72,Accommodation and food services,2018,11
20,197,Wabaunsee County,Kansas,72,Accommodation and food services,2018,11
20,201,Washington County,Kansas,72,Accommodation and food services,2018,14
20,203,Wichita County,Kansas,72,Accommodation and food services,2018,3
20,205,Wilson County,Kansas,72,Accommodation and food services,2018,17
20,207,Woodson County,Kansas,72,Accommodation and food services,2018,11
20,209,Wyandotte County,Kansas,72,Accommodation and food services,2018,288
21,001,Adair County,Kentucky,72,Accommodation and food services,2018,17
21,003,Allen County,Kentucky,72,Accommodation and food services,2018,22
21,005,Anderson County,Kentucky,72,Accommodation and food services,2018,35
21,007,Ballard County,Kentucky,72,Accommodation and food services,2018,7
21,009,Barren County,Kentucky,72,Accommodation and food services,2018,93
21,011,Bath County,Kentucky,72,Accommodation and food services,2018,12
21,013,Bell County,Kentucky,72,Accommodation and food services,2018,53
21,015,Boone County,Kentucky,72,Accommodation and food services,2018,322
21,017,Bourbon County,Kentucky,72,Accommodation and food services,2018,24
21,019,Boyd County,Kentucky,72,Accommodation and food services,2018,121
21,021,Boyle County,Kentucky,72,Accommodation and food services,2018,73
21,023,Bracken County,Kentucky,72,Accommodation and food services,2018,8
21,025,Breathitt County,Kentucky,72,Accommodation and food services,2018,10
21,027,Breckinridge County,Kentucky,72,Accommodation and food services,2018,17
21,029,Bullitt County,Kentucky,72,Accommodation and food services,2018,97
21,031,Butler County,Kentucky,72,Accommodation and food services,2018,13
21,033,Caldwell County,Kentucky,72,Accommodation and food services,2018,26
21,035,Calloway County,Kentucky,72,Accommodation and food services,2018,75
21,037,Campbell County,Kentucky,72,Accommodation and food services,2018,226
21,039,Carlisle County,Kentucky,72,Accommodation and food services,2018,7
21,041,Carroll County,Kentucky,72,Accommodation and food services,2018,24
21,043,Carter County,Kentucky,72,Accommodation and food services,2018,38
21,045,Casey County,Kentucky,72,Accommodation and food services,2018,14
21,047,Christian County,Kentucky,72,Accommodation and food services,2018,125
21,049,Clark County,Kentucky,72,Accommodation and food services,2018,62
21,051,Clay County,Kentucky,72,Accommodation and food services,2018,20
21,053,Clinton County,Kentucky,72,Accommodation and food services,2018,20
21,055,Crittenden County,Kentucky,72,Accommodation and food services,2018,12
21,057,Cumberland County,Kentucky,72,Accommodation and food services,2018,12
21,059,Daviess County,Kentucky,72,Accommodation and food services,2018,190
21,061,Edmonson County,Kentucky,72,Accommodation and food services,2018,15
21,063,Elliott County,Kentucky,72,Accommodation and food services,2018,4
21,065,Estill County,Kentucky,72,Accommodation and food services,2018,19
21,067,Fayette County,Kentucky,72,Accommodation and food services,2018,844
21,069,Fleming County,Kentucky,72,Accommodation and food services,2018,9
21,071,Floyd County,Kentucky,72,Accommodation and food services,2018,49
21,073,Franklin County,Kentucky,72,Accommodation and food services,2018,109
21,075,Fulton County,Kentucky,72,Accommodation and food services,2018,13
21,077,Gallatin County,Kentucky,72,Accommodation and food services,2018,7
21,079,Garrard County,Kentucky,72,Accommodation and food services,2018,16
21,081,Grant County,Kentucky,72,Accommodation and food services,2018,39
21,083,Graves County,Kentucky,72,Accommodation and food services,2018,48
21,085,Grayson County,Kentucky,72,Accommodation and food services,2018,32
21,087,Green County,Kentucky,72,Accommodation and food services,2018,10
21,089,Greenup County,Kentucky,72,Accommodation and food services,2018,45
21,091,Hancock County,Kentucky,72,Accommodation and food services,2018,4
21,093,Hardin County,Kentucky,72,Accommodation and food services,2018,195
21,095,Harlan County,Kentucky,72,Accommodation and food services,2018,36
21,097,Harrison County,Kentucky,72,Accommodation and food services,2018,28
21,099,Hart County,Kentucky,72,Accommodation and food services,2018,16
21,101,Henderson County,Kentucky,72,Accommodation and food services,2018,80
21,103,Henry County,Kentucky,72,Accommodation and food services,2018,17
21,107,Hopkins County,Kentucky,72,Accommodation and food services,2018,63
21,109,Jackson County,Kentucky,72,Accommodation and food services,2018,7
21,111,Jefferson County,Kentucky,72,Accommodation and food services,2018,1819
21,113,Jessamine County,Kentucky,72,Accommodation and food services,2018,85
21,115,Johnson County,Kentucky,72,Accommodation and food services,2018,35
21,117,Kenton County,Kentucky,72,Accommodation and food services,2018,327
21,119,Knott County,Kentucky,72,Accommodation and food services,2018,8
21,121,Knox County,Kentucky,72,Accommodation and food services,2018,45
21,123,Larue County,Kentucky,72,Accommodation and food services,2018,11
21,125,Laurel County,Kentucky,72,Accommodation and food services,2018,101
21,127,Lawrence County,Kentucky,72,Accommodation and food services,2018,20
21,129,Lee County,Kentucky,72,Accommodation and food services,2018,10
21,131,Leslie County,Kentucky,72,Accommodation and food services,2018,6
21,133,Letcher County,Kentucky,72,Accommodation and food services,2018,30
21,135,Lewis County,Kentucky,72,Accommodation and food services,2018,6
21,137,Lincoln County,Kentucky,72,Accommodation and food services,2018,18
21,139,Livingston County,Kentucky,72,Accommodation and food services,2018,12
21,141,Logan County,Kentucky,72,Accommodation and food services,2018,36
21,143,Lyon County,Kentucky,72,Accommodation and food services,2018,25
21,145,McCracken County,Kentucky,72,Accommodation and food services,2018,220
21,147,McCreary County,Kentucky,72,Accommodation and food services,2018,20
21,149,McLean County,Kentucky,72,Accommodation and food services,2018,13
21,151,Madison County,Kentucky,72,Accommodation and food services,2018,170
21,153,Magoffin County,Kentucky,72,Accommodation and food services,2018,11
21,155,Marion County,Kentucky,72,Accommodation and food services,2018,35
21,157,Marshall County,Kentucky,72,Accommodation and food services,2018,85
