STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,TOTSTAFF,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,TOTPRO,GPTERMS,PITUSR,WIFISESS,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE
IN,IN0115,4792,TIPPECANOE COUNTY PUBLIC LIBRARY,627 SOUTH STREET,LAFAYETTE,47901,TIPPECANOE,7654290100,ME,LD,MO,Y,CO2,N,1/1/16,12/31/16,142817,140338,1,3,1,63.58,270815,22295,17794,5238,35683,373,22,608,11537,499124,73659,86910,1330200,566103,906,121,87348,33139,03,00,00,00,-86.889242,40.417323
IN,IN0116,4861,WEST LEBANON-PIKE TOWNSHIP PUBLIC LIBRARY,200 NORTH HIGH STREET,WEST LEBANON,47991,WARREN,7658934605,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1221,1200,1,0,0,1.43,13629,31123,35,4434,1074,711,0,31,2028,3952,572,350,6536,1146,15,10,1664,-1,03,00,00,00,-87.386647,40.272791
IN,IN0117,4862,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,28 EAST SECOND STREET,WILLIAMSPORT,47993,WARREN,7657626555,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2298,2258,1,0,0,3.08,34630,30000,3850,4000,3841,800,1,76,2444,41294,12235,2256,19162,6167,246,14,36885,34016,03,00,00,00,-87.293997,40.288185
IN,IN0118,4911,WOLCOTT COMMUNITY PUBLIC LIBRARY,101 EAST NORTH STREET,WOLCOTT,47995,WHITE,2192792695,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1553,1526,1,0,0,1.65,25911,39108,302,7529,952,377,0,23,1716,9880,156,664,14542,9331,45,6,1103,159,03,00,00,00,-87.041323,40.760203
IN,IN0119,4912,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,111 WEST 2ND STREET,BROOKSTON,47923,WHITE,7655636511,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,3180,3125,1,0,0,3.33,32545,39108,901,7529,2973,377,0,56,2080,12424,416,1148,20022,8660,290,22,755,3678,03,00,00,00,-86.864142,40.603692
IN,IN0120,4913,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,427 NORTH MARKET STREET,MONON,47959,WHITE,2192536517,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,3282,3225,1,0,0,4.45,35191,39108,713,7529,3752,377,0,106,2548,20265,312,1232,19584,6826,81,11,3588,936,03,00,00,00,-86.879046,40.863961
IN,IN0121,4914,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,321 WEST BROADWAY STREET,MONTICELLO,47960,WHITE,5745832665,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,10561,10378,1,0,0,12.42,42439,39108,3524,7529,4855,377,5,125,3120,116227,4100,5016,101041,39811,642,26,14910,9650,03,00,00,00,-86.765802,40.744903
IN,IN0122,5091,ROYAL CENTER-BOONE TOWNSHIP PUBLIC LIBRARY,203 NORTH CHICAGO STREET,ROYAL CENTER,46978,CASS,5746433185,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1484,1458,1,0,0,1.52,16841,39108,570,7529,1520,377,0,0,1586,6430,800,481,12736,3599,136,6,368,75,03,00,00,00,-86.500752,40.865433
IN,IN0123,5092,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,616 EAST BROADWAY,LOGANSPORT,46947,CASS,5747536383,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,34992,34385,1,1,0,16.13,183104,8806,8899,0,38182,0,4,190,5772,308212,4516,13205,547159,164351,372,44,109822,80362,03,00,00,00,-86.362675,40.754589
IN,IN0124,5093,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,110 NORTH MAIN STREET,WALTON,46994,CASS,5746262234,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2490,2447,1,0,0,3.67,29767,31123,1400,4434,2938,711,0,33,2184,23002,52,1261,36180,11073,470,16,7000,2600,03,00,00,00,-86.243105,40.660969
IN,IN0125,5251,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,210 EAST MAIN STREET,KEWANNA,46939,FULTON,5746532011,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1397,1373,1,0,0,2.85,24604,39108,346,7529,5377,377,1,21,2496,12460,1028,758,16362,6387,662,11,4212,2239,03,00,00,00,-86.412372,41.018599
IN,IN0126,5252,FULTON COUNTY PUBLIC LIBRARY,320 WEST 7TH STREET,ROCHESTER,46975,FULTON,5742232713,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,16391,16106,1,2,0,29.94,120004,39202,12032,7529,27793,377,16,223,7592,157924,18512,8776,351489,78096,1910,55,15582,96573,03,00,00,00,-86.219261,41.067288
IN,IN0127,5253,AKRON CARNEGIE PUBLIC LIBRARY,205 EAST ROCHESTER STREET,AKRON,46910,FULTON,5748934113,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,3048,2995,1,0,0,3.63,35950,39108,339,7529,3165,377,26,76,2652,24748,1011,1635,28483,15469,134,13,3108,6009,03,00,00,00,-86.026615,41.038593
IN,IN0128,5341,KOKOMO-HOWARD COUNTY PUBLIC LIBRARY,220 NORTH UNION STREET,KOKOMO,46901,HOWARD,7654573242,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,76265,74941,1,2,2,73.25,313199,26982,24704,37667,25223,11195,40,488,11227,503899,123454,53461,899677,341687,1028,84,66236,-1,03,00,00,00,-86.129985,40.488071
IN,IN0129,5342,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,421 SOUTH HARRISON STREET,GREENTOWN,46936,HOWARD,7656283534,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,6487,6374,1,1,0,6.43,48267,39108,2823,7529,3786,377,6,83,5254,65000,8500,2572,80544,53341,277,17,8338,-1,03,00,00,00,-85.970414,40.473612
IN,IN0130,5521,PERU PUBLIC LIBRARY,102 EAST MAIN STREET,PERU,46970,MIAMI,7654733069,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,11417,11219,1,0,0,8.08,36984,39108,563,7529,2086,377,1,109,3050,63128,10140,4144,48647,16538,234,8,11055,2483,03,00,00,00,-86.065877,40.755149
IN,IN0131,5522,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,108 SOUTH JEFFERSON STREET,CONVERSE,46919,MIAMI,7653953344,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2228,2189,1,0,0,2.23,15840,0,177,0,1186,0,0,19,1924,9828,1924,700,15921,6636,15,4,832,-1,03,00,00,00,-85.873308,40.57765
IN,IN0132,5801,TIPTON COUNTY PUBLIC LIBRARY,127 EAST MADISON STREET,TIPTON,46072,TIPTON,7656758761,ME,LD,MO,Y,CO1,N,1/1/16,12/31/16,15936,15659,1,1,0,19.73,64629,672,5579,69,6562,0,10,178,4420,88209,16129,8457,192903,33071,706,49,17354,16802,03,00,00,00,-86.040714,40.28092
IN,IN0133,5851,ROANN-PAW PAW TOWNSHIP PUBLIC LIBRARY,240 SOUTH CHIPPEWA ROAD,ROANN,46974,WABASH,7658335231,NO,LD,SO,Y,OTH,N,1/1/16,12/31/16,1691,1662,1,0,0,0.9,16441,0,340,0,359,0,1,22,1768,2811,517,1269,3006,1334,31,7,598,560,03,00,00,00,-85.924455,40.910376
IN,IN0134,5852,NORTH MANCHESTER PUBLIC LIBRARY,405 NORTH MARKET STREET,NORTH MANCHESTER,46962,WABASH,2609824773,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,6112,6006,1,0,0,7.5,57707,9095,3831,1627,4412,0,1,98,3120,88900,4524,2851,114229,46700,566,15,13671,7600,03,00,00,00,-85.770225,41.00295
IN,IN0135,5853,WABASH CARNEGIE PUBLIC LIBRARY,188 WEST HILL STREET,WABASH,46992,WABASH,2605632972,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,10666,10481,1,0,0,12.6,68527,31425,4799,4476,4093,711,10,140,3120,96720,4056,3625,117530,55305,465,19,15199,6454,03,00,00,00,-85.824123,40.798588
IN,IN0136,6051,HARTFORD CITY PUBLIC LIBRARY,314 NORTH HIGH STREET,HARTFORD CITY,47348,BLACKFORD,7653481720,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,6220,6112,1,0,0,6.68,45917,39111,1207,7529,2983,377,3,162,2782,29280,1300,3799,55758,17627,194,8,4109,1823,03,00,00,00,-85.368486,40.453131
IN,IN0137,6052,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,301 SOUTH MAIN STREET,MONTPELIER,47359,BLACKFORD,7657285969,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2640,2594,1,0,0,2.21,22670,39108,1438,7529,3315,377,0,65,2444,15852,326,1386,18487,6454,67,7,1691,1429,03,00,00,00,-85.27822,40.552897
IN,IN0138,IN0138-010,MUNCIE-CENTER TOWNSHIP PUBLIC LIBRARY,2005 SOUTH HIGH STREET,MUNCIE,47302,DELAWARE,7657478200,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,72100,70849,1,3,0,58.13,200550,186272,14110,333198,27126,14633,16,146,8788,293197,54374,39174,666378,191402,1294,106,69523,38812,03,00,00,00,-85.387453,40.17732
IN,IN0139,6211,FAYETTE COUNTY PUBLIC LIBRARY,828 GRAND AVENUE,CONNERSVILLE,47331,FAYETTE,7658270883,ME,LD,MO,Y,CO1,N,1/1/16,12/31/16,24277,23856,1,0,1,14.7,110044,31171,4408,4435,11035,711,15,122,3610,140040,2912,18072,143287,75446,575,16,11264,8862,03,00,00,00,-85.144316,39.629753
IN,IN0140,6241,FRANKLIN COUNTY PUBLIC LIBRARY DISTRICT,919 MAIN STREET,BROOKVILLE,47012,FRANKLIN,7656474031,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,11123,10930,1,1,0,13.98,44102,39108,1199,7529,2928,377,9,155,6136,61334,4547,3458,53360,16985,796,42,13917,20671,03,00,00,00,-85.012636,39.42464
IN,IN0141,6271,SWAYZEE PUBLIC LIBRARY,301 SOUTH WASHINGTON STREET,SWAYZEE,46986,GRANT,7659227526,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1779,1748,1,0,0,1.31,20749,0,91,0,1983,0,0,29,1248,10620,431,1090,14616,5078,293,2,235,940,03,00,00,00,-85.825516,40.506263
IN,IN0142,6272,MARION PUBLIC LIBRARY,600 SOUTH WASHINGTON STREET,MARION,46953,GRANT,7656682900,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,29817,29299,1,0,0,24.31,122715,31128,20475,4434,9473,711,23,249,3432,278268,5683,15059,252020,62295,457,51,42040,8771,03,00,00,00,-85.659827,40.555291
IN,IN0143,6273,GAS CITY-MILL TOWNSHIP PUBLIC LIBRARY,135 EAST MAIN STREET,GAS CITY,46933,GRANT,7656744718,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,9126,8968,1,0,0,8.16,52238,31123,3523,4434,1795,711,0,103,2808,54860,1719,1997,44582,17110,194,14,6208,7503,03,00,00,00,-85.614426,40.487898
IN,IN0144,6274,JONESBORO PUBLIC LIBRARY,124 EAST 4TH STREET,JONESBORO,46938,GRANT,7656779080,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,1756,1726,1,0,0,1.76,11562,0,22,0,2509,0,0,54,1820,2526,1,430,5582,1288,20,2,26,18,03,00,00,00,-85.626742,40.482473
IN,IN0145,6275,FAIRMOUNT PUBLIC LIBRARY,217 SOUTH MAIN STREET,FAIRMOUNT,46928,GRANT,7659483177,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,4239,4165,1,0,0,1.5,24451,7,578,0,1670,0,0,48,2080,14094,875,2866,14096,827,150,6,3124,664,03,00,00,00,-85.650606,40.414132
IN,IN0146,6276,VAN BUREN PUBLIC LIBRARY,115 SOUTH FIRST STREET,VAN BUREN,46991,GRANT,7659342171,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1934,1900,1,0,0,2.13,17182,39108,0,7529,2590,377,0,40,1716,6531,376,754,12540,4287,115,5,1204,5017,03,00,00,00,-85.504935,40.617348
IN,IN0147,6277,BARTON REES POGUE MEMORIAL PUBLIC LIBRARY,29 WEST WASHINGTON STREET,UPLAND,46989,GRANT,7659982971,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,3845,3778,1,0,0,1.55,15819,39108,411,7529,1347,377,1,17,1664,13312,830,1308,36136,22770,73,4,1260,-1,03,00,00,00,-85.494927,40.475228
IN,IN0148,6278,MATTHEWS PUBLIC LIBRARY,816 WEST EIGHTH STREET,MATTHEWS,46957,GRANT,7659971540,NO,LD,SO,Y,CI1,N,1/1/16,12/31/16,596,586,1,0,0,0.23,5646,0,0,0,450,0,0,0,468,910,0,195,1448,168,1,1,97,0,03,00,00,00,-85.501878,40.388702
IN,IN0149,6331,MIDDLETOWN FALL CREEK TOWNSHIP PUBLIC LIBRARY,780 HIGH STREET,MIDDLETOWN,47356,HENRY,7653544071,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,4612,4532,1,0,0,2.5,50450,39108,1968,7529,3998,377,0,35,2236,15500,350,1783,35777,16746,207,12,4498,1000,03,00,00,00,-85.536922,40.056048
IN,IN0150,6332,NEW CASTLE-HENRY COUNTY PUBLIC LIBRARY,376 SOUTH 15TH STREET,NEW CASTLE,47362,HENRY,7655290362,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,40389,39688,1,0,1,26.88,176814,31124,11473,4434,18323,711,14,239,4534,183152,15500,21934,283653,84975,553,67,25422,68620,03,00,00,00,-85.367486,39.92907
IN,IN0151,6333,SPICELAND TOWN-TOWNSHIP PUBLIC LIBRARY,106 WEST MAIN STREET,SPICELAND,47385,HENRY,7659877472,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2279,2239,1,0,0,0.5,13796,0,9,0,496,0,0,1,1040,1878,40,353,1660,343,23,3,155,155,03,00,00,00,-85.439135,39.8384
IN,IN0152,6334,KNIGHTSTOWN PUBLIC LIBRARY,5 EAST MAIN STREET,KNIGHTSTOWN,46148,HENRY,7653455095,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,2182,2144,1,0,0,1.85,13065,31123,77,4434,1318,711,0,34,2028,7112,221,888,8285,2097,62,6,2651,2874,03,00,00,00,-85.52729,39.795284
IN,IN0153,6381,DUNKIRK PUBLIC LIBRARY,127 WEST WASHINGTON STREET,DUNKIRK,47336,JAY,7657686872,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,2362,2321,1,0,0,3.83,16280,0,571,0,2742,0,0,25,2236,10200,650,931,14074,3586,105,5,5125,1850,03,00,00,00,-85.211299,40.373623
IN,IN0154,6382,PENN TOWNSHIP PUBLIC LIBRARY,195 NORTH UNION,PENNVILLE,47369,JAY,2607313333,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1239,1217,1,0,0,0.54,15000,0,170,0,700,0,0,50,962,4300,156,580,4700,1500,36,4,835,1300,03,00,00,00,-85.148198,40.493387
IN,IN0155,6383,JAY COUNTY PUBLIC LIBRARY,315 NORTH SHIP STREET,PORTLAND,47371,JAY,2607267890,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,17797,17488,1,0,1,14.38,73514,39108,5244,7529,9484,377,5,150,3968,126695,507,7972,244223,84753,663,14,16456,11728,03,00,00,00,-84.980505,40.436002
IN,IN0156,6481,NORTH MADISON COUNTY PUBLIC LIBRARY SYSTEM,1600 MAIN STREET,ELWOOD,46036,MADISON,7655525001,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,19500,19162,1,2,0,17.35,88382,39108,1863,7529,13064,377,7,151,7436,132816,505,8955,168434,29461,666,45,21705,22248,03,00,00,00,-85.839662,40.277008
IN,IN0157,6482,ALEXANDRIA-MONROE PUBLIC LIBRARY,117 EAST CHURCH STREET,ALEXANDRIA,46001,MADISON,7657242196,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,8786,8633,1,0,0,11.5,44824,39108,5839,7529,14535,377,15,89,3120,69870,19532,4873,150044,35955,549,28,12238,12218,03,00,00,00,-85.673602,40.263553
IN,IN0158,6483,ANDERSON PUBLIC LIBRARY,111 EAST 12TH STREET,ANDERSON,46016,MADISON,7656412456,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,70954,69722,1,1,0,48.91,239005,22782,20123,7299,36728,369,26,400,4888,418806,58133,34686,803427,178529,851,104,120453,42082,03,00,00,00,-85.677681,40.104113
IN,IN0159,6484,PENDLETON COMMUNITY PUBLIC LIBRARY,595 EAST WATER STREET,PENDLETON,46064,MADISON,7657787527,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,26099,25646,1,0,1,12.86,56604,31155,4468,4445,3375,714,4,112,3533,86800,11033,8848,145814,59419,576,40,19252,-1,03,00,00,00,-85.735961,40.003768
IN,IN0160,6681,FARMLAND PUBLIC LIBRARY,116 SOUTH MAIN STREET,FARMLAND,47340,RANDOLPH,7654687292,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,1333,1310,1,0,0,1.1,11010,0,138,0,593,0,0,57,1248,4598,486,680,9415,3268,39,3,1040,1460,03,00,00,00,-85.127797,40.187089
IN,IN0161,6682,WINCHESTER COMMUNITY PUBLIC LIBRARY,125 NORTH EAST STREET,WINCHESTER,47394,RANDOLPH,7655844824,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,8622,8472,1,0,0,7.01,49592,39108,465,7529,4610,377,1,59,3120,36972,5590,3150,62720,15099,153,10,5451,3038,03,00,00,00,-84.979827,40.173409
IN,IN0162,6683,WASHINGTON TOWNSHIP PUBLIC LIBRARY,107 NORTH MAIN STREET,LYNN,47355,RANDOLPH,7658741488,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2172,2134,1,0,0,1.33,18533,0,23,0,252,0,0,33,1456,10200,35,749,11054,1000,275,5,2500,10,03,00,00,00,-84.939966,40.04909
IN,IN0163,6684,RIDGEVILLE PUBLIC LIBRARY,308 NORTH WALNUT STREET,RIDGEVILLE,47380,RANDOLPH,7658572025,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,803,789,1,0,0,0.75,18000,0,0,0,15,0,0,30,832,4606,551,620,3620,902,0,4,1044,522,03,00,00,00,-85.029186,40.291546
IN,IN0164,6685,UNION CITY PUBLIC LIBRARY,408 NORTH COLUMBIA STREET,UNION CITY,47390,RANDOLPH,7659644748,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,3584,3522,1,0,0,1.93,20009,0,98,0,519,0,0,25,1820,8550,1872,696,6561,2292,91,7,3441,6428,03,00,00,00,-84.808814,40.201497
IN,IN0165,6701,HENRY HENLEY PUBLIC LIBRARY,102 NORTH MAIN STREET,CARTHAGE,46115,RUSH,7655656631,NO,LD,SO,Y,CI1,N,1/1/16,12/31/16,927,911,1,0,0,0,3656,0,115,0,140,0,1,11,572,932,60,675,1400,405,39,3,25,5,03,00,00,00,-85.571624,39.739152
IN,IN0166,6702,RUSHVILLE PUBLIC LIBRARY,130 WEST THIRD STREET,RUSHVILLE,46173,RUSH,7659323496,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,6341,6231,1,0,0,5.45,27916,88,857,0,1275,0,2,60,2834,44832,11560,5143,20952,8564,192,14,5264,540,03,00,00,00,-85.445311,39.609352
IN,IN0167,6811,UNION COUNTY PUBLIC LIBRARY,2 EAST SEMINARY STREET,LIBERTY,47353,UNION,7654585355,ME,LD,SO,Y,CO1,N,1/1/16,12/31/16,7516,7386,1,0,0,9.08,22392,39108,937,7529,3215,377,2,60,2860,104917,6398,3297,52947,15543,1015,31,6779,24462,03,00,00,00,-84.929471,39.634483
IN,IN0168,6891,HAGERSTOWN-JEFFERSON TOWNSHIP PUBLIC LIBRARY,10 WEST COLLEGE STREET,HAGERSTOWN,47346,WAYNE,7654895632,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,3482,3422,1,0,0,6.19,29379,39108,918,7529,4148,377,7,40,2184,31824,2652,1738,51890,18571,268,9,3119,11514,03,00,00,00,-85.161481,39.911748
IN,IN0169,6892,DUBLIN PUBLIC LIBRARY,2249 EAST CUMBERLAND STREET,DUBLIN,47335,WAYNE,7654786206,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,790,776,1,0,0,0.5,8882,39108,146,7529,438,377,0,0,1040,2777,30,491,1072,454,149,4,515,1272,03,00,00,00,-85.208069,39.81192
IN,IN0170,6893,CAMBRIDGE CITY PUBLIC LIBRARY,600 WEST MAIN STREET,CAMBRIDGE CITY,47327,WAYNE,7654783335,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,5306,5214,1,0,0,3.28,40420,39108,621,7529,1509,377,3,79,2340,24804,2808,2798,39714,14028,125,11,5679,3322,03,00,00,00,-85.18138,39.812204
IN,IN0171,6894,MORRISSON-REEVES LIBRARY,80 NORTH 6TH STREET,RICHMOND,47374,WAYNE,7659668291,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,51760,50862,1,0,0,34.26,66912,22782,3142,5030,9273,372,10,164,2964,154421,15228,25230,266553,74246,646,24,17353,32030,03,00,00,00,-84.893988,39.830121
IN,IN0172,6895,CENTERVILLE-CENTER TOWNSHIP PUBLIC LIBRARY,126 EAST MAIN STREET,CENTERVILLE,47330,WAYNE,7658555223,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,7579,7447,1,0,0,5.83,35163,39108,182,7529,3054,377,2,71,2444,33046,3289,3162,45905,25084,372,12,5529,10036,03,00,00,00,-84.994922,39.817768
IN,IN0173,7111,BRAZIL PUBLIC LIBRARY,204 NORTH WALNUT STREET,BRAZIL,47834,CLAY,8124481981,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,8471,8324,1,0,0,8.72,33800,39108,1065,7529,2147,377,0,25,2808,36964,387,1653,31304,12168,199,14,6158,1297,03,00,00,00,-87.128258,39.52443
IN,IN0174,7281,JASONVILLE PUBLIC LIBRARY,611 WEST MAIN STREET,JASONVILLE,47438,GREENE,8126652025,ME,LD,SO,Y,CI1,N,1/1/16,12/31/16,2222,2183,1,0,0,1.25,20796,0,196,0,1509,0,0,18,1040,5013,17,993,16384,5113,15,4,488,240,03,00,00,00,-87.206421,39.163258
IN,IN0175,7282,LINTON PUBLIC LIBRARY,95 SE 1ST STREET,LINTON,47441,GREENE,8128477802,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,8447,8300,1,0,0,5.95,40686,39108,1412,7529,1947,377,3,41,2496,29201,3005,3486,43211,19706,338,23,3816,2430,03,00,00,00,-87.164922,39.032793
IN,IN0176,7283,WORTHINGTON JEFFERSON TOWNSHIP PUBLIC LIBRARY,26 NORTH COMMERCIAL STREET,WORTHINGTON,47471,GREENE,8128753815,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,2094,2058,1,0,0,2.13,17785,39108,1732,7529,2084,377,0,25,1976,9424,1493,801,24766,15834,12,4,1763,-1,03,00,00,00,-86.975306,39.119681
IN,IN0177,7284,BLOOMFIELD-EASTERN GREENE COUNTY PUBLIC LIBRARY,125 SOUTH FRANKLIN STREET,BLOOMFIELD,47424,GREENE,8123844125,ME,LD,MO,Y,OTH,N,1/1/16,12/31/16,15014,14753,1,1,0,8.26,45678,39108,3639,7529,4699,377,7,113,4524,60000,6565,4246,75263,20014,305,31,14105,1257,03,00,00,00,-86.938487,39.02514
IN,IN0178,7471,BEDFORD PUBLIC LIBRARY,1323 K STREET,BEDFORD,47421,LAWRENCE,8122754471,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,34125,33533,1,0,0,21.54,51867,31592,7576,4682,6248,711,4,139,3328,120781,9435,20026,317587,103675,1764,66,14012,34565,03,00,00,00,-86.485716,38.864251
IN,IN0179,7472,MITCHELL COMMUNITY PUBLIC LIBRARY,804 MAIN STREET,MITCHELL,47446,LAWRENCE,8128492412,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,12009,11801,1,0,0,4.63,24635,39108,3345,7529,3165,377,1,47,2450,62060,2700,4557,69887,20138,72,35,11120,2000,03,00,00,00,-86.474806,38.732441
IN,IN0180,7531,MONROE COUNTY PUBLIC LIBRARY,303 EAST KIRKWOOD AVENUE,BLOOMINGTON,47408,MONROE,8123493050,ME,LD,MO,Y,CO1,N,1/1/16,12/31/16,137974,135579,1,1,1,119.44,348738,39872,49069,11224,54245,8064,18,565,8095,986663,103532,72519,2435392,669940,2252,177,180374,-1,03,00,00,00,-86.53094,39.16659
IN,IN0181,7601,OWEN COUNTY PUBLIC LIBRARY,10 SOUTH MONTGOMERY STREET,SPENCER,47460,OWEN,8128293392,ME,LD,MO,Y,CO1,N,1/1/16,12/31/16,21575,21201,1,0,1,17.95,68480,3805,3101,1021,6475,0,8,79,4829,91563,3911,8890,131886,56033,948,32,11277,-1,03,00,00,00,-86.763686,39.285691
IN,IN0182,7611,MONTEZUMA PUBLIC LIBRARY,270 CRAWFORD STREET,MONTEZUMA,47862,PARKE,7652452772,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1438,1413,1,0,0,1.2,14669,0,0,0,2788,0,0,44,1040,14976,1300,397,15001,3048,55,8,2957,7000,03,00,00,00,-87.370175,39.792871
IN,IN0183,7612,ROCKVILLE PUBLIC LIBRARY,106 NORTH MARKET STREET,ROCKVILLE,47872,PARKE,7655695544,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,15901,15625,1,0,0,4.13,22161,31126,200,4438,912,711,13,80,2912,28000,1800,5538,26741,6625,106,13,12000,500,03,00,00,00,-87.229137,39.762601
IN,IN0184,7671,PUTNAM COUNTY PUBLIC LIBRARY,103 EAST POPLAR STREET,GREENCASTLE,46135,PUTNAM,7656532755,ME,LD,SO,Y,CO2,N,1/1/16,12/31/16,36273,35643,1,0,0,20.36,62854,31150,5111,4441,9985,711,6,102,3016,132432,7380,8155,198883,79643,540,28,18460,13755,03,00,00,00,-86.863452,39.642578
IN,IN0185,7672,ROACHDALE-FRANKLIN TOWNSHIP PUBLIC LIBRARY,100 EAST WASHINGTON STREET,ROACHDALE,46172,PUTNAM,7655221491,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,1690,1661,1,0,0,1.8,17225,39108,169,7529,1950,377,0,42,1924,9012,982,496,12205,4150,186,8,3284,1095,03,00,00,00,-86.800931,39.852018
IN,IN0186,7771,SULLIVAN COUNTY PUBLIC LIBRARY,100 SOUTH CROWDER STREET,SULLIVAN,47882,SULLIVAN,8122684957,ME,LD,MO,Y,CO1,N,1/1/16,12/31/16,21475,21102,1,5,0,16.45,101525,0,2505,0,2759,0,25,250,10192,57408,676,9688,50469,18983,320,38,19958,9648,03,00,00,00,-87.411426,39.094122
IN,IN0187,7831,VERMILLION COUNTY PUBLIC LIBRARY,385 EAST MARKET STREET,NEWPORT,47966,VERMILLION,7654923555,ME,LD,SO,Y,CO2,N,1/1/16,12/31/16,7093,6970,1,0,0,4.85,19453,39108,468,7529,1628,377,5,10,2340,8842,289,950,13852,5522,155,9,2152,500,03,00,00,00,-87.404135,39.884153
IN,IN0188,7832,CLINTON PUBLIC LIBRARY,313 SOUTH 4TH STREET,CLINTON,47842,VERMILLION,7658328349,ME,LD,SO,Y,OTH,N,1/1/16,12/31/16,9119,8961,1,0,0,6.68,37736,39243,586,7529,2493,377,1,29,2964,58926,370,2883,44331,11504,245,20,15410,1062,03,00,00,00,-87.401117,39.65793
