state_fips,county_fips,region,state_name,county_name,area_land,area_water,internal_point_lat,internal_point_lon,pop_est_2018,pop_est_2019,births_2019,deaths_2019,international_migr_2019,domestic_migr_2019,residual_2019
18,001,2,Indiana,Adams County,877815499,2693924,+40.7457327,-084.9361303,35595,35777,676,261,8,-239,-2
18,003,2,Indiana,Allen County,1702451597,7002354,+41.0919086,-085.0717907,375079,379299,5155,3162,747,1492,-12
18,005,2,Indiana,Bartholomew County,1054009620,6674332,+39.2058430,-085.8979988,82722,83779,1015,734,629,151,-4
18,007,2,Indiana,Benton County,1052616465,236033,+40.6009394,-087.3147862,8653,8748,103,81,1,73,-1
18,009,2,Indiana,Blackford County,427559407,1298757,+40.4726717,-085.3237297,11924,11758,115,163,10,-128,0
18,011,2,Indiana,Boone County,1095336920,877155,+40.0508916,-086.4690137,66930,67843,764,469,72,546,0
18,013,2,Indiana,Brown County,808043860,12025993,+39.1951133,-086.2301205,15230,15092,117,153,-3,-98,-1
18,015,2,Indiana,Carroll County,964057405,7236323,+40.5849801,-086.5651412,20188,20257,232,191,16,13,-1
18,017,2,Indiana,Cass County,1067476817,6973614,+40.7537986,-086.3551685,37895,37689,452,415,112,-354,-1
18,019,2,Indiana,Clark County,965645927,9224853,+38.4762174,-085.7111221,117280,118302,1436,1197,64,719,0
18,021,2,Indiana,Clay County,926186141,7041856,+39.3939279,-087.1158582,26175,26225,307,288,1,32,-2
18,023,2,Indiana,Clinton County,1049119213,461117,+40.3059440,-086.4775665,32192,32399,422,320,20,87,-2
18,025,2,Indiana,Crawford County,791534792,8041751,+38.2894327,-086.4408711,10594,10577,117,121,0,-12,-1
18,027,2,Indiana,Daviess County,1112396613,19102189,+38.6960898,-087.0769430,33278,33351,539,327,21,-163,3
18,029,2,Indiana,Dearborn County,790171242,5995931,+39.1483200,-084.9734976,49482,49458,457,457,-15,-6,-3
18,031,2,Indiana,Decatur County,964946132,1955432,+39.3059799,-085.4998310,26725,26559,320,273,17,-232,2
18,033,2,Indiana,DeKalb County,939731962,2657419,+41.4011894,-085.0001854,43208,43475,508,406,-9,176,-2
18,035,2,Indiana,Delaware County,1015536276,9863733,+40.2275433,-085.3992617,114297,114135,1081,1187,180,-233,-3
18,037,2,Indiana,Dubois County,1106611849,20897444,+38.3733441,-086.8733845,42674,42736,559,409,101,-188,-1
18,039,2,Indiana,Elkhart County,1199603973,12434083,+41.6006928,-085.8639864,205617,206341,3054,1669,209,-870,0
18,041,2,Indiana,Fayette County,556901555,366408,+39.6396552,-085.1850315,23076,23102,271,285,15,27,-2
18,043,2,Indiana,Floyd County,383227470,2706389,+38.3180811,-085.9118469,77834,78522,885,758,62,504,-5
18,045,2,Indiana,Fountain County,1024774345,5729004,+40.1212366,-087.2348725,16390,16346,184,180,3,-51,0
18,047,2,Indiana,Franklin County,995658324,17155849,+39.4097620,-085.0669641,22706,22758,275,211,6,-18,0
18,049,2,Indiana,Fulton County,954133353,7439336,+41.0503837,-086.2650060,20053,19974,230,207,-1,-100,-1
18,051,2,Indiana,Gibson County,1262416968,30412007,+38.3173981,-087.5805231,33610,33659,384,385,64,-12,-2
18,053,2,Indiana,Grant County,1072484468,2101804,+40.5157575,-085.6549455,66039,65769,750,810,26,-235,-1
18,055,2,Indiana,Greene County,1404983917,8919619,+39.0471466,-087.0047712,32059,31922,339,416,4,-62,-2
18,057,2,Indiana,Hamilton County,1021354950,20951834,+40.0535070,-086.0217126,330311,338011,3832,1891,792,4962,5
18,059,2,Indiana,Hancock County,792423987,2767313,+39.8225286,-085.7731503,76478,78168,846,631,18,1457,0
18,061,2,Indiana,Harrison County,1254889463,5193186,+38.1864535,-086.1037661,40214,40515,426,368,20,224,-1
18,063,2,Indiana,Hendricks County,1053849390,4880796,+39.7689632,-086.5099075,166908,170311,1731,1139,273,2539,-1
18,065,2,Indiana,Henry County,1014963816,7646214,+39.9295911,-085.3973629,48131,47972,448,549,4,-60,-2
18,067,2,Indiana,Howard County,759058571,2194576,+40.4835368,-086.1141178,82257,82544,946,950,37,261,-7
18,069,2,Indiana,Huntington County,991056705,13133694,+40.8263938,-085.4785975,36243,36520,411,390,20,238,-2
18,071,2,Indiana,Jackson County,1320827167,10183339,+38.9119571,-086.0425161,44068,44231,591,456,114,-85,-1
18,073,2,Indiana,Jasper County,1449563753,4428654,+41.0176883,-087.1188137,33365,33562,362,331,3,166,-3
18,075,2,Indiana,Jay County,994310119,458556,+40.4349560,-085.0023313,20727,20436,277,226,-7,-334,-1
18,077,2,Indiana,Jefferson County,934051509,5826447,+38.7836039,-085.4400900,32157,32308,372,350,10,123,-4
18,079,2,Indiana,Jennings County,975382328,4528272,+38.9962289,-085.6281030,27679,27735,338,302,-1,23,-2
18,081,2,Indiana,Johnson County,829945881,3488796,+39.4960920,-086.0942641,156093,158167,1810,1299,302,1268,-7
18,083,2,Indiana,Knox County,1336486449,20782636,+38.6883910,-087.4203544,36596,36594,390,394,20,-17,-1
18,085,2,Indiana,Kosciusko County,1376412110,59459183,+41.2442928,-085.8615754,79416,79456,1029,724,85,-346,-4
18,087,2,Indiana,LaGrange County,983236292,18318591,+41.6424623,-085.4278448,39375,39614,727,261,0,-230,3
18,089,2,Indiana,Lake County,1291857838,331164016,+41.4722470,-087.3743368,484440,485493,5438,5029,260,413,-29
18,091,2,Indiana,LaPorte County,1549512632,38822025,+41.5490129,-086.7447386,109981,109888,1248,1215,7,-127,-6
18,093,2,Indiana,Lawrence County,1163367162,7122899,+38.8398148,-086.4878198,45630,45370,465,563,5,-164,-3
18,095,2,Indiana,Madison County,1170467555,2549371,+40.1662030,-085.7224543,129573,129569,1369,1445,64,16,-8
18,097,2,Indiana,Marion County,1027109536,16681706,+39.7829759,-086.1357939,958700,964582,14203,8190,4759,-4866,-24
18,099,2,Indiana,Marshall County,1148969980,15858580,+41.3250032,-086.2690363,46296,46258,582,477,56,-199,0
18,101,2,Indiana,Martin County,869615712,12033245,+38.7053220,-086.8018468,10219,10255,111,102,-1,30,-2
18,103,2,Indiana,Miami County,968246954,9184624,+40.7728833,-086.0442575,35646,35516,382,364,26,-175,1
18,105,2,Indiana,Monroe County,1021806936,43510632,+39.1607286,-086.5233100,147230,148431,1205,941,1218,-282,1
18,107,2,Indiana,Montgomery County,1307030254,2067987,+40.0402962,-086.8927145,38274,38338,426,389,44,-15,-2
18,109,2,Indiana,Morgan County,1045940869,14473934,+39.4826458,-086.4474573,70137,70489,780,675,45,208,-6
18,111,2,Indiana,Newton County,1040539828,4349506,+40.9623985,-087.4021716,13986,13984,129,142,25,-14,0
18,113,2,Indiana,Noble County,1064081178,17064798,+41.4046794,-085.4172708,47543,47744,632,455,15,12,-3
18,115,2,Indiana,Ohio County,223126823,3352210,+38.9405270,-084.9642994,5879,5875,71,76,0,1,0
18,117,2,Indiana,Orange County,1031794491,25417740,+38.5473812,-086.4892570,19548,19646,246,226,15,64,-1
18,119,2,Indiana,Owen County,997911601,6566400,+39.3173394,-086.8388453,20862,20799,201,262,5,-4,-3
18,121,2,Indiana,Parke County,1151822270,13655202,+39.7742496,-087.1969502,16978,16937,203,175,5,-73,-1
18,123,2,Indiana,Perry County,988702362,11783935,+38.0814361,-086.6265397,19077,19169,205,184,-1,74,-2
18,125,2,Indiana,Pike County,865839128,17591094,+38.3979613,-087.2325472,12388,12389,131,145,11,4,0
18,127,2,Indiana,Porter County,1082833138,268632882,+41.5099144,-087.0713128,169488,170389,1618,1635,103,828,-13
18,129,2,Indiana,Posey County,1060259608,25787556,+38.0276138,-087.8686526,25554,25427,242,261,4,-111,-1
18,131,2,Indiana,Pulaski County,1123212810,2224813,+41.0452718,-086.6925383,12492,12353,122,135,14,-141,1
18,133,2,Indiana,Putnam County,1244585894,5585892,+39.6655479,-086.8533729,37486,37576,356,344,40,38,0
18,135,2,Indiana,Randolph County,1171656774,2420288,+40.1640793,-085.0057896,24806,24665,283,269,10,-165,0
18,137,2,Indiana,Ripley County,1156231106,4243112,+39.1002257,-085.2604937,28450,28324,343,300,9,-179,1
18,139,2,Indiana,Rush County,1057035401,872270,+39.6223785,-085.4664463,16635,16581,183,184,7,-59,-1
18,141,2,Indiana,St. Joseph County,1185940302,9042850,+41.6177233,-086.2880476,270972,271826,3429,2460,802,-914,-3
18,143,2,Indiana,Scott County,493136550,6078495,+38.6794309,-085.7518981,23784,23873,262,310,20,117,0
18,145,2,Indiana,Shelby County,1064843786,4190385,+39.5241345,-085.7921742,44522,44729,492,442,32,126,-1
18,147,2,Indiana,Spencer County,1027623726,12065860,+38.0096966,-087.0103746,20385,20277,212,235,-2,-84,1
18,149,2,Indiana,Starke County,800679810,7929143,+41.2844785,-086.6446359,22951,22995,262,284,-2,69,-1
18,151,2,Indiana,Steuben County,799729298,35454787,+41.6434670,-085.0024051,34487,34594,336,348,15,106,-2
18,153,2,Indiana,Sullivan County,1158170859,17983718,+39.0892251,-087.4158429,20696,20669,207,209,-2,-24,1
18,155,2,Indiana,Switzerland County,571525793,7177694,+38.8258545,-085.0296810,10731,10751,110,109,13,7,-1
18,157,2,Indiana,Tippecanoe County,1292163432,11230872,+40.3891334,-086.8935538,193817,195732,2196,1204,2070,-1159,12
18,159,2,Indiana,Tipton County,674797609,68028,+40.3102294,-086.0562066,15112,15148,144,157,7,43,-1
18,161,2,Indiana,Union County,417480644,10326434,+39.6231109,-084.9251523,7029,7054,66,66,-10,37,-2
18,163,2,Indiana,Vanderburgh County,605216607,7666148,+38.0200703,-087.5861659,181120,181451,2058,1889,217,-47,-8
18,165,2,Indiana,Vermillion County,665275343,7895064,+39.8540452,-087.4620713,15510,15498,170,199,17,1,-1
18,167,2,Indiana,Vigo County,1045190744,17870822,+39.4291426,-087.3903754,107367,107038,1192,1169,194,-547,1
18,169,2,Indiana,Wabash County,1068468089,21854115,+40.8437475,-085.7951915,31198,30996,306,406,10,-113,1
18,171,2,Indiana,Warren County,944543945,4442743,+40.3526584,-087.3758466,8280,8265,86,84,4,-19,-2
18,173,2,Indiana,Warrick County,996664711,16155579,+38.0977282,-087.2720486,62474,62998,627,617,58,460,-4
18,175,2,Indiana,Washington County,1330454436,7530005,+38.6006126,-086.1047512,27932,28036,321,302,0,87,-2
18,177,2,Indiana,Wayne County,1040539262,6701983,+39.8630908,-085.0067351,66046,65884,757,866,70,-122,-1
18,179,2,Indiana,Wells County,953341278,5596377,+40.7352727,-085.2129742,28083,28296,321,246,31,109,-2
18,181,2,Indiana,White County,1308306951,9166124,+40.7509496,-086.8642934,24133,24102,291,282,28,-66,-2
18,183,2,Indiana,Whitley County,869152583,6041913,+41.1364261,-085.5018918,34047,33964,409,312,12,-192,0
19,001,2,Iowa,Adair County,1474404191,2597996,+41.3285283,-094.4781643,7074,7152,84,77,2,71,-2
19,003,2,Iowa,Adams County,1096686238,5367875,+41.0216555,-094.6969059,3644,3602,29,38,0,-35,2
19,005,2,Iowa,Allamakee County,1655115644,51094070,+43.2749637,-091.3827510,13852,13687,192,178,16,-194,-1
19,007,2,Iowa,Appanoose County,1287978861,49088024,+40.7442964,-092.8730610,12401,12426,127,170,0,69,-1
19,009,2,Iowa,Audubon County,1147264566,1152260,+41.6791780,-094.9043119,5471,5496,60,63,1,29,-2
19,011,2,Iowa,Benton County,1854696286,5857893,+42.0925474,-092.0576300,25625,25645,280,263,6,-1,-2
19,013,2,Iowa,Black Hawk County,1465331241,17900676,+42.4711317,-092.3076003,131723,131228,1660,1212,188,-1129,-2
19,015,2,Iowa,Boone County,1480329000,5358730,+42.0386420,-093.9383580,26312,26234,268,290,-15,-40,-1
19,017,2,Iowa,Bremer County,1127885584,10166467,+42.7808946,-092.3273559,24941,25062,271,218,23,48,-3
19,019,2,Iowa,Buchanan County,1479090265,5219494,+42.4703284,-091.8386658,21178,21175,267,199,4,-74,-1
19,021,2,Iowa,Buena Vista County,1488981859,13798139,+42.7415219,-095.1414324,19826,19620,286,148,40,-385,1
19,023,2,Iowa,Butler County,1502550830,4194983,+42.7347570,-092.7801530,14525,14439,134,172,6,-53,-1
19,025,2,Iowa,Calhoun County,1475894599,5873827,+42.3861699,-094.6436829,9711,9668,102,124,4,-25,0
19,027,2,Iowa,Carroll County,1474835095,2145349,+42.0394920,-094.8676471,20153,20165,237,224,7,-8,0
19,029,2,Iowa,Cass County,1461422458,1787165,+41.3338235,-094.9333023,12948,12836,141,182,7,-77,-1
19,031,2,Iowa,Cedar County,1500798712,6385832,+41.7723600,-091.1326105,18564,18627,194,171,0,42,-2
19,033,2,Iowa,Cerro Gordo County,1471889958,17659667,+43.0749751,-093.2509646,42642,42450,442,495,15,-153,-1
19,035,2,Iowa,Cherokee County,1494181147,423160,+42.7427375,-095.6332616,11295,11235,112,163,3,-11,-1
19,037,2,Iowa,Chickasaw County,1306192609,3455451,+43.0597409,-092.3172101,11952,11933,145,111,6,-59,0
19,039,2,Iowa,Clarke County,1116716166,1524746,+41.0291908,-093.7840961,9502,9395,124,106,19,-142,-2
19,041,2,Iowa,Clay County,1469139463,13866648,+43.0812244,-095.1498753,16106,16016,201,163,4,-133,1
19,043,2,Iowa,Clayton County,2016295997,36695615,+42.8409849,-091.3235764,17540,17549,178,188,9,11,-1
19,045,2,Iowa,Clinton County,1799818625,39526969,+41.8980732,-090.5342431,46437,46429,508,518,12,-9,-1
19,047,2,Iowa,Crawford County,1849742863,2194269,+42.0431192,-095.3890903,17089,16820,228,151,38,-386,2
19,049,2,Iowa,Dallas County,1523741177,8511951,+41.6853205,-094.0407065,89953,93453,1299,507,115,2577,16
19,051,2,Iowa,Davis County,1300661911,6904085,+40.7480892,-092.4103453,8972,9000,150,84,0,-38,0
19,053,2,Iowa,Decatur County,1377567269,4140764,+40.7363787,-093.7845799,7890,7870,98,79,3,-42,0
19,055,2,Iowa,Delaware County,1496189232,3189562,+42.4729373,-091.3667667,17081,17011,196,174,5,-98,1
19,057,2,Iowa,Des Moines County,1077768387,35342795,+40.9153393,-091.1869253,39149,38967,437,434,-12,-173,0
19,059,2,Iowa,Dickinson County,985542270,60712924,+43.3896107,-095.1960572,17121,17258,147,178,5,163,0
19,061,2,Iowa,Dubuque County,1575487988,21138781,+42.4634808,-090.8787708,96922,97311,1136,907,60,106,-6
19,063,2,Iowa,Emmet County,1025349330,17175565,+43.3779844,-094.6693702,9277,9208,104,108,5,-69,-1
19,065,2,Iowa,Fayette County,1892840956,1320706,+42.8641219,-091.8403761,19679,19650,214,228,13,-27,-1
19,067,2,Iowa,Floyd County,1296550076,2023929,+43.0527410,-092.7873669,15752,15642,187,180,-5,-113,1
19,069,2,Iowa,Franklin County,1507301289,1428853,+42.7365451,-093.2714152,10085,10070,117,107,6,-31,0
19,071,2,Iowa,Fremont County,1323915763,14171394,+40.7425902,-095.5991816,6981,6960,78,77,2,-24,0
19,073,2,Iowa,Greene County,1475303196,4255702,+42.0424940,-094.3887028,8965,8888,103,114,-1,-65,0
19,075,2,Iowa,Grundy County,1299797800,94406,+42.4033387,-092.7902437,12272,12232,124,134,0,-29,-1
19,077,2,Iowa,Guthrie County,1529698818,6355533,+41.6835728,-094.5012723,10720,10689,112,117,5,-30,-1
19,079,2,Iowa,Hamilton County,1493784356,1965341,+42.3907681,-093.7091980,14886,14773,170,178,1,-107,1
19,081,2,Iowa,Hancock County,1478895050,5265568,+43.0754105,-093.7436965,10710,10630,115,130,1,-66,0
19,083,2,Iowa,Hardin County,1474505068,1776735,+42.3902079,-093.2416690,16937,16846,169,210,10,-58,-2
19,085,2,Iowa,Harrison County,1804814770,12411273,+41.6885844,-095.8271491,14105,14049,154,181,-1,-28,0
19,087,2,Iowa,Henry County,1124799047,5775966,+40.9848025,-091.5472594,20033,19954,215,183,6,-117,0
19,089,2,Iowa,Howard County,1225702842,931478,+43.3653125,-092.3219084,9172,9158,117,120,-4,-6,-1
19,091,2,Iowa,Humboldt County,1125014815,3376515,+42.7822212,-094.2027754,9559,9558,107,106,5,-7,0
19,093,2,Iowa,Ida County,1117599852,1406462,+42.3918601,-095.5074206,6846,6860,68,103,1,50,-2
19,095,2,Iowa,Iowa County,1518911694,2686847,+41.6839184,-092.0591226,16155,16184,182,182,-2,34,-3
19,097,2,Iowa,Jackson County,1647344934,35129033,+42.1642256,-090.5745819,19427,19439,223,231,2,20,-2
19,099,2,Iowa,Jasper County,1891760880,6578379,+41.6855513,-093.0541468,37189,37185,406,378,10,-40,-2
19,101,2,Iowa,Jefferson County,1127999808,3524817,+41.0058877,-091.9666345,18256,18295,158,185,142,-74,-2
19,103,2,Iowa,Johnson County,1587640014,26086670,+41.6706680,-091.5905285,150549,151140,1730,765,478,-855,3
19,105,2,Iowa,Jones County,1490844765,3782494,+42.1251175,-091.1169141,20673,20681,200,202,11,1,-2
19,107,2,Iowa,Keokuk County,1500071923,1928964,+41.3311823,-092.1677213,10213,10246,121,103,4,12,-1
19,109,2,Iowa,Kossuth County,2519361795,4125592,+43.2124777,-094.2139830,14878,14813,164,152,5,-83,1
19,111,2,Iowa,Lee County,1340448547,55266762,+40.6475875,-091.4771574,33909,33657,370,398,-5,-219,0
19,113,2,Iowa,Linn County,1857223982,19659622,+42.0779506,-091.5976735,225763,226706,2734,1801,168,-149,-9
19,115,2,Iowa,Louisa County,1040584001,40784331,+41.2182111,-091.2569936,11153,11035,128,113,17,-151,1
19,117,2,Iowa,Lucas County,1115257644,9852833,+41.0333440,-093.3314666,8617,8600,118,91,-2,-42,0
19,119,2,Iowa,Lyon County,1522007136,334399,+43.3835796,-096.2072011,11815,11755,171,115,5,-120,-1
19,121,2,Iowa,Madison County,1452999207,2983840,+41.3306216,-094.0151842,16206,16338,158,154,3,126,-1
19,123,2,Iowa,Mahaska County,1478517367,6575294,+41.3307969,-092.6363663,22018,22095,266,217,15,15,-2
19,125,2,Iowa,Marion County,1436120669,41487003,+41.3314552,-093.0938490,33259,33253,340,327,4,-23,0
19,127,2,Iowa,Marshall County,1482776062,1803080,+42.0416910,-092.9814523,39888,39369,514,478,35,-591,1
19,129,2,Iowa,Mills County,1132942922,8313907,+41.0337028,-095.6191010,15068,15109,137,134,3,34,1
19,131,2,Iowa,Mitchell County,1215049038,1118415,+43.3485643,-092.7844663,10571,10586,129,123,1,10,-2
19,133,2,Iowa,Monona County,1797637888,12592243,+42.0494317,-095.9565661,8659,8615,86,137,0,7,0
19,135,2,Iowa,Monroe County,1123320774,1522790,+41.0288473,-092.8696415,7768,7707,78,79,4,-63,-1
19,137,2,Iowa,Montgomery County,1098405773,2410443,+41.0217348,-095.1577896,9961,9917,107,135,1,-17,0
19,139,2,Iowa,Muscatine County,1132977157,30262371,+41.4837760,-091.1186992,42874,42664,526,372,47,-412,1
19,141,2,Iowa,O'Brien County,1484154177,447448,+43.0837455,-095.6256244,13798,13753,170,182,1,-33,-1
19,143,2,Iowa,Osceola County,1032593811,1835263,+43.3785421,-095.6337878,6028,5958,59,67,2,-62,-2
19,145,2,Iowa,Page County,1385497539,1359120,+40.7390902,-095.1442898,15229,15107,140,194,1,-68,-1
19,147,2,Iowa,Palo Alto County,1460400549,14428727,+43.0753374,-094.6690546,8903,8886,106,108,12,-27,0
19,149,2,Iowa,Plymouth County,2234715215,2176851,+42.7375854,-096.2158638,25024,25177,276,231,17,95,-4
19,151,2,Iowa,Pocahontas County,1495047191,3666530,+42.7340333,-094.6782789,6714,6619,71,85,0,-81,0
19,153,2,Iowa,Polk County,1482025679,50041527,+41.6848158,-093.5689710,485833,490161,6750,3580,385,777,-4
19,155,2,Iowa,Pottawattamie County,2461811904,22350013,+41.3401835,-095.5449053,93264,93206,1110,941,-8,-216,-3
19,157,2,Iowa,Poweshiek County,1514945159,2961947,+41.6845262,-092.5228819,18467,18504,166,198,9,61,-1
19,159,2,Iowa,Ringgold County,1386932363,8723128,+40.7353342,-094.2442514,4940,4894,52,63,1,-36,0
19,161,2,Iowa,Sac County,1489300198,8569439,+42.3875259,-095.1052244,9705,9721,106,117,0,29,-2
19,163,2,Iowa,Scott County,1186437845,26222213,+41.6420791,-090.6222889,172803,172943,2069,1509,65,-481,-4
19,165,2,Iowa,Shelby County,1530110542,1486125,+41.6790143,-095.3089173,11559,11454,110,132,-1,-81,-1
19,167,2,Iowa,Sioux County,1988888285,2795018,+43.0826460,-096.1780098,34802,34855,487,254,24,-205,1
19,169,2,Iowa,Story County,1482881240,2863675,+42.0375379,-093.4660934,96781,97117,872,526,355,-369,4
19,171,2,Iowa,Tama County,1867410516,2769418,+42.0748480,-092.5294115,16869,16854,219,193,3,-42,-2
19,173,2,Iowa,Taylor County,1377618880,7133364,+40.7379489,-094.6971082,6160,6121,70,62,1,-48,0
19,175,2,Iowa,Union County,1097235807,5575853,+41.0285502,-094.2450907,12298,12241,130,138,4,-53,0
19,177,2,Iowa,Van Buren County,1255646304,14839918,+40.7541168,-091.9529430,7013,7044,88,96,0,40,-1
19,179,2,Iowa,Wapello County,1118453196,10836289,+41.0312751,-092.4094658,34991,34969,436,392,87,-154,1
19,181,2,Iowa,Warren County,1475873109,9097100,+41.3324459,-093.5687512,51014,51466,586,439,1,308,-4
19,183,2,Iowa,Washington County,1473215985,5381583,+41.3294012,-091.7250523,22058,21965,275,225,-1,-142,0
19,185,2,Iowa,Wayne County,1361013816,4274254,+40.7399827,-093.3326126,6405,6441,80,88,0,43,1
19,187,2,Iowa,Webster County,1853677022,7190525,+42.4335786,-094.1758309,36339,35904,421,418,28,-467,1
19,189,2,Iowa,Winnebago County,1037261949,3182052,+43.3781243,-093.7434883,10539,10354,95,119,1,-162,0
19,191,2,Iowa,Winneshiek County,1786666637,745729,+43.2929889,-091.8507880,20017,19991,174,187,4,-16,-1
19,193,2,Iowa,Woodbury County,2260790994,12793704,+42.3932198,-096.0532956,102515,103107,1390,900,100,7,-5
19,195,2,Iowa,Worth County,1036314923,4709127,+43.3734910,-093.2485332,7413,7381,77,69,0,-40,0
19,197,2,Iowa,Wright County,1503268903,4703964,+42.7330073,-093.7347352,12690,12562,154,161,11,-132,0
20,001,2,Kansas,Allen County,1295764239,13021929,+37.8842285,-095.3009448,12501,12369,138,161,8,-115,-2
20,003,2,Kansas,Anderson County,1501272903,10590765,+38.2151139,-095.2920464,7848,7858,102,96,-4,8,0
20,005,2,Kansas,Atchison County,1116736558,6851102,+39.5325441,-095.3133975,16173,16073,162,170,-2,-90,0
20,007,2,Kansas,Barber County,2937240786,5411508,+37.2229059,-098.6850520,4465,4427,50,48,1,-41,0
20,009,2,Kansas,Barton County,2318705423,13926862,+38.4812394,-098.7678374,26057,25779,271,304,5,-250,0
20,011,2,Kansas,Bourbon County,1645861886,9377600,+37.8560997,-094.8509284,14542,14534,175,146,9,-46,0
20,013,2,Kansas,Brown County,1478550075,3196147,+39.8259308,-095.5699047,9610,9564,125,121,-1,-49,0
20,015,2,Kansas,Butler County,3702816817,43671392,+37.7736487,-096.8388402,66833,66911,731,637,20,-34,-2
20,017,2,Kansas,Chase County,2002199320,12090543,+38.2994749,-096.5940289,2600,2648,18,14,0,44,0
20,019,2,Kansas,Chautauqua County,1654694136,15243776,+37.1542592,-096.2453962,3304,3250,28,40,0,-42,0
20,021,2,Kansas,Cherokee County,1521791028,8951464,+37.1693922,-094.8456975,20035,19939,212,264,10,-54,0
20,023,2,Kansas,Cheyenne County,2641501921,2738021,+39.7899166,-101.7273254,2645,2657,28,43,2,24,1
20,025,2,Kansas,Clark County,2524300310,6603384,+37.2338311,-099.8138686,1994,1994,23,22,0,-1,0
20,027,2,Kansas,Clay County,1671315283,26701335,+39.3449643,-097.1688527,8003,8002,92,106,1,13,-1
20,029,2,Kansas,Cloud County,1852726650,6859888,+39.4873286,-097.6413898,8734,8786,98,124,5,74,-1
20,031,2,Kansas,Coffey County,1623623917,70470788,+38.2364502,-095.7291373,8232,8179,96,84,1,-67,1
20,033,2,Kansas,Comanche County,2041681114,3604155,+37.1814417,-099.2512929,1736,1700,20,15,-1,-40,0
20,035,2,Kansas,Cowley County,2915648165,17322935,+37.2345068,-096.8372468,35149,34908,393,413,19,-240,0
20,037,2,Kansas,Crawford County,1527498535,13574348,+37.5058215,-094.8538967,38911,38818,448,361,85,-268,3
20,039,2,Kansas,Decatur County,2314199329,1631670,+39.7835420,-100.4597084,2860,2827,31,39,4,-29,0
20,041,2,Kansas,Dickinson County,2193894223,12632458,+38.8677353,-097.1579434,18682,18466,198,199,2,-217,0
20,043,2,Kansas,Doniphan County,1019105691,12424174,+39.7885021,-095.1472253,7658,7600,69,71,1,-57,0
20,045,2,Kansas,Douglas County,1180425074,48878066,+38.8964168,-095.2909475,121109,122259,1107,687,387,342,1
20,047,2,Kansas,Edwards County,1610699245,206413,+37.8835945,-099.3047457,2820,2798,25,21,2,-28,0
20,049,2,Kansas,Elk County,1668636737,16061120,+37.4560259,-096.2446421,2484,2530,23,33,0,58,-2
20,051,2,Kansas,Ellis County,2330762299,1197085,+38.9145967,-099.3173133,28646,28553,294,248,44,-184,1
20,053,2,Kansas,Ellsworth County,1853331063,19969761,+38.7008451,-098.2053552,6163,6102,54,68,2,-49,0
20,055,2,Kansas,Finney County,3372157850,1716371,+38.0498075,-100.7399674,36528,36467,613,208,105,-574,3
20,057,2,Kansas,Ford County,2844508243,2097356,+37.6884159,-099.8847484,33877,33619,559,219,240,-842,4
20,059,2,Kansas,Franklin County,1480882184,13893466,+38.5580187,-095.2789618,25625,25544,295,250,9,-136,1
20,061,2,Kansas,Geary County,996272768,51602808,+39.0021387,-096.7680996,32777,31670,851,187,24,-1793,-2
20,063,2,Kansas,Gove County,2775601943,245369,+38.9172385,-100.4873598,2611,2636,27,35,2,33,-2
20,065,2,Kansas,Graham County,2327173854,599356,+39.3549716,-099.8798939,2475,2482,19,38,3,24,-1
20,067,2,Kansas,Grant County,1488745973,871232,+37.5475370,-101.2993622,7294,7150,108,34,-9,-210,1
20,069,2,Kansas,Gray County,2250356170,1113338,+37.7445134,-100.4517163,6076,5988,94,41,16,-159,2
20,071,2,Kansas,Greeley County,2016057905,0,+38.4804041,-101.8059697,1229,1232,22,9,2,-13,1
20,073,2,Kansas,Greenwood County,2961143639,24145021,+37.8793472,-096.2417321,6011,5982,56,71,0,-14,0
20,075,2,Kansas,Hamilton County,2580958328,2893322,+37.9952438,-101.7936887,2600,2539,29,17,15,-88,0
20,077,2,Kansas,Harper County,2075290355,3899269,+37.1881840,-098.0665901,5508,5436,57,91,2,-40,0
20,079,2,Kansas,Harvey County,1397961184,2503283,+38.0501436,-097.4367065,34183,34429,372,332,37,172,-3
20,081,2,Kansas,Haskell County,1495772610,910409,+37.5549790,-100.8799515,3990,3968,49,21,3,-53,0
20,083,2,Kansas,Hodgeman County,2227369149,826344,+38.0874927,-099.8984067,1822,1794,17,25,6,-27,1
20,085,2,Kansas,Jackson County,1699600349,4666513,+39.4111453,-095.7944850,13270,13171,173,131,-3,-138,0
20,087,2,Kansas,Jefferson County,1379350886,62436774,+39.2396440,-095.3753140,18856,19043,171,149,-2,167,0
20,089,2,Kansas,Jewell County,2356813567,11367163,+39.7770021,-098.2226184,2845,2879,31,34,0,38,-1
20,091,2,Kansas,Johnson County,1226667300,16331359,+38.8839065,-094.8223295,598127,602401,7125,4070,937,299,-17
20,093,2,Kansas,Kearny County,2254696660,1133601,+37.9944614,-101.3081363,3941,3838,59,23,5,-146,2
20,095,2,Kansas,Kingman County,2236245127,8391920,+37.5529509,-098.1445285,7220,7152,75,93,-1,-48,-1
20,097,2,Kansas,Kiowa County,1871627782,596764,+37.5612311,-099.2865389,2489,2475,29,23,1,-20,-1
20,099,2,Kansas,Labette County,1671560716,20006201,+37.1914676,-095.2974732,19906,19618,248,222,-3,-312,1
20,101,2,Kansas,Lane County,1858080220,551220,+38.4812863,-100.4661853,1546,1535,13,17,0,-7,0
